question_id	category	prompt_template_id	question	expected_answer	answer_kind	required_terms_json	forbidden_terms_json	source_edge_id	supporting_edge_type	raw_scientific_name	accepted_taxon_key	source_group	source_id	source_record_id	provenance_pointer	license	access_date	allowed_evidence_scope	evidence_scope_guardrail	caveats	offline_only	status
t6_convergence_detection_6fadfb99c7b2	convergence_detection	track6_offline_convergence_detection_v1	'Abelmoschus ficulneus' has a fruit_morphology edge for 'fruit_dehiscence:dehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_8216d78dbb09f7d7fa63	fruit_morphology	Abelmoschus ficulneus	wfo:wfo-0000510865-2025-12	convergence_sources	austraits_6_0_0	0001	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_7720dd367a5a	convergence_detection	track6_offline_convergence_detection_v1	'Abrophyllum ornans' has a fruit_morphology edge for 'fruit_fleshiness:fleshy'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_234a8ba172c1862764e3	fruit_morphology	Abrophyllum ornans	wfo:wfo-0000511610-2025-12	convergence_sources	austraits_6_0_0	0002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit fleshiness morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_7e84a23413dc	convergence_detection	track6_offline_convergence_detection_v1	'Abelmoschus moschatus subsp. moschatus' has a fruit_morphology edge for 'fruit_dehiscence:dehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_cee34385f340b5675538	fruit_morphology	Abelmoschus moschatus subsp. moschatus		convergence_sources	austraits_6_0_0	0004	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_8394b97c40b9	convergence_detection	track6_offline_convergence_detection_v1	'Abroma fastuosa' has a fruit_morphology edge for 'fruit_dehiscence:dehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_de3e409f4cae355bbde9	fruit_morphology	Abroma fastuosa		convergence_sources	austraits_6_0_0	0001	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_943b783f5530	convergence_detection	track6_offline_convergence_detection_v1	'Abelmoschus moschatus' has a fruit_morphology edge for 'fruit_type:capsule'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_7bdf617c384aba685048	fruit_morphology	Abelmoschus moschatus	wfo:wfo-0000510888-2025-12	convergence_sources	austraits_6_0_0	0005	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_a96c279d09a0	convergence_detection	track6_offline_convergence_detection_v1	'Abelmoschus moschatus' has a fruit_morphology edge for 'fruit_dehiscence:dehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_c7cffdd25219aaa58178	fruit_morphology	Abelmoschus moschatus	wfo:wfo-0000510888-2025-12	convergence_sources	austraits_6_0_0	0005	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_ad3237a59b6e	convergence_detection	track6_offline_convergence_detection_v1	'Abildgaardia vaginata' has a fruit_morphology edge for 'fruit_type:nut'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_d363a84921fedc6bc457	fruit_morphology	Abildgaardia vaginata		convergence_sources	austraits_6_0_0	002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_b8c28ca39034	convergence_detection	track6_offline_convergence_detection_v1	'Abrotanella forsteroides' has a fruit_morphology edge for 'fruit_type:achene'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_9827e3842ce9580e8b41	fruit_morphology	Abrotanella forsteroides		convergence_sources	austraits_6_0_0	00001	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_ba4279facfb0	convergence_detection	track6_offline_convergence_detection_v1	'Abelmoschus manihot subsp. manihot' has a fruit_morphology edge for 'fruit_type:capsule'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_6b0ee41182ed8661414b	fruit_morphology	Abelmoschus manihot subsp. manihot		convergence_sources	austraits_6_0_0	0002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_bac70344b0fa	convergence_detection	track6_offline_convergence_detection_v1	'Abrotanella scapigera' has a fruit_morphology edge for 'fruit_dehiscence:indehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_3c7ec7d14eee6dcf42c3	fruit_morphology	Abrotanella scapigera		convergence_sources	austraits_6_0_0	00003	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_cecb8ed2cd62	convergence_detection	track6_offline_convergence_detection_v1	'Abrophyllum ornans' has a fruit_morphology edge for 'fruit_dehiscence:indehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_81dbfd8d941e25ffede1	fruit_morphology	Abrophyllum ornans	wfo:wfo-0000511610-2025-12	convergence_sources	austraits_6_0_0	0002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_cede6789b9a5	convergence_detection	track6_offline_convergence_detection_v1	'Abrotanella nivigena' has a fruit_morphology edge for 'fruit_type:achene'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_802962fe6fc054a0a08f	fruit_morphology	Abrotanella nivigena	wfo:wfo-0000074859-2025-12	convergence_sources	austraits_6_0_0	00002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_d183154e08bc	convergence_detection	track6_offline_convergence_detection_v1	'Abelmoschus manihot' has a fruit_morphology edge for 'fruit_type:capsule'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_9da958fe4cfba9184dc8	fruit_morphology	Abelmoschus manihot	wfo:wfo-0000510878-2025-12	convergence_sources	austraits_6_0_0	0003	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_ea1b755ee559	convergence_detection	track6_offline_convergence_detection_v1	'Abrotanella forsteroides' has a fruit_morphology edge for 'fruit_dehiscence:indehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_eb74b5a0c1c389a21355	fruit_morphology	Abrotanella forsteroides		convergence_sources	austraits_6_0_0	00001	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_ef2026be7a49	convergence_detection	track6_offline_convergence_detection_v1	'Abrotanella forsteroides' has a fruit_morphology edge for 'fruit_fleshiness:dry'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_0be13b1d3c1af7f98dbb	fruit_morphology	Abrotanella forsteroides		convergence_sources	austraits_6_0_0	0001	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit fleshiness morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.; canonicalization_status=unresolved; ambiguity_reason=no exact WFO accepted-name or synonym-cluster match	True	ready_offline_static
t6_convergence_detection_f3fae1d4d849	convergence_detection	track6_offline_convergence_detection_v1	'Abrophyllum ornans' has a fruit_morphology edge for 'fruit_type:berry'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_564a4ee2f0d2b1d06409	fruit_morphology	Abrophyllum ornans	wfo:wfo-0000511610-2025-12	convergence_sources	austraits_6_0_0	0002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	morphological coding of fruit type per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
t6_convergence_detection_f7d0f073864c	convergence_detection	track6_offline_convergence_detection_v1	'Abrotanella nivigena' has a fruit_morphology edge for 'fruit_dehiscence:indehiscent'. Does this single edge establish convergence or adaptive interpretation?	No. The edge supports only the source-stated trait or fruit-morphology coding. Convergence or adaptation requires downstream convergence-signature analysis across independent lineages.	scoped_free_text	"[""no"", ""source-stated"", ""requires downstream""]"	"[""establishes convergence"", ""adaptive proof"", ""related because shape""]"	conv_732751bdddb4c08f5f7c	fruit_morphology	Abrotanella nivigena	wfo:wfo-0000074859-2025-12	convergence_sources	austraits_6_0_0	00002	https://zenodo.org/records/11188867	CC-BY-4.0	2026-05-17	fruit dehiscence morphology per source	Trait similarity is not convergence and not phylogeny; Track 3 instruments must do that work later.	Harmonized AusTraits row; taxon name unresolved until M1.1 crosswalk; no convergence inference.	True	ready_offline_static
