model_id	question_id	category	prompt_variant	raw_response_path	response_text_digest	deterministic_settings	timestamp	execution_status
not_run_no_local_model	t6_ghost_partner_reasoning_a3cb6ea0dab0	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_ab305f348e25	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_abfd606d8d56	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_ac4f852fa3da	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_ac636b3e5bfd	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_ac640bd56bf8	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_acea71668a92	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_ad486efe3115	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_b6db67f7b292	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_b72b415f68dc	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_bf235f636176	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_c185a0fc497b	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_ca24e20d83ac	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_cb40bafd71b5	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_d6d662df0aee	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_daf078ff07dc	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_e4da7e11fa31	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_e598528cd407	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_ghost_partner_reasoning_f86d53d96556	ghost_partner_reasoning	track6_offline_ghost_partner_reasoning_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_0871fc8fcfe6	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_128dd2191ecb	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_207b4d892b61	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_3ccc6d296855	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_3eb517552e91	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_49073f48d148	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_4fcaa4b87422	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_51ec98213aa5	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_5a6a867e9bb8	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_64e4a2e667bc	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_6c7411bc0521	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_73565b878bf1	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_7474e3d900cb	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_7837381d8e29	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_7952a8090cf6	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_7a79fb79372c	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_872a5ee78b42	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_8767695997c9	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_8a7ef5c9a191	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_965ee33b4a75	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_9ddea27b8003	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_9f8c574c00d6	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_a0dde3a5a174	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_ab3b2ece74e6	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_b249c19bbb04	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_bbd90ac7ecc2	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_d476564207da	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_e4c7c419294d	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_f02079713d0e	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_hybrid_pedigree_fd85bd0bd9c8	hybrid_pedigree	track6_offline_hybrid_pedigree_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_0c69368ba4d1	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_0dcecc587e04	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_2404c9dcf80a	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_2899d7b2e8a6	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_3637413d10b8	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_3873a67ea042	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_3a3d44e2354e	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_3c6b429edad6	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_5158671ab775	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_5174045f9fbf	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_53503cfb08f4	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_595c44eab780	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_6fa8333062bc	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_73540acf5bf6	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_73902b5a2f1b	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_8001c76d27f9	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_84c1024b4071	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_8a1e896d33e2	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_8f9db66b73b3	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_a46e6d9b5f31	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_aa58c585261a	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_b439bde90629	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_b8117dd62e60	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_b9d2e3bba4d0	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_c1ee3d9e1898	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_cc240109a0e9	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
not_run_no_local_model	t6_phytochemistry_safety_dcaeef6c29c7	phytochemistry_safety	track6_offline_phytochemistry_safety_v1			temperature=0; top_p=1; seed=0; max_new_tokens=256; not executed	2026-05-18T19:05:00+00:00	not_run_no_local_model
