milestone_id,artifact_path,artifact_sha256,artifact_role,replay_command
M-LIFECYCLE-1,physicalized-weights/data/evidence_package_lifecycle_results.csv,d11aa2b972008b8ff8ea5a9395a8d03c7e48eb4fbdf9904e61266bb6de9c04e5,input,
M-LIFECYCLE-1,physicalized-weights/docs/evidence_package_lifecycle_state_machine.md,c65824476032a40a1c9eb65f3650d9c852984d2366716d612f6e1026e6b1762d,input,
M-PHASE4-SYNTH-1,physicalized-weights/scripts/build_phase4_reopen_synthesis.py,4ba48351bc3b96f780477cab73161e37da10d4c2dc178113b7def69b961d32cb,implementation,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/tests/test_phase4_reopen_synthesis.py,9e9d67acf776eafe12a5b6449f58602612ab8b34edb923d746080a0695871764,implementation,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/docs/phase4_reopen_lifecycle_synthesis.md,3f11d3854d8010bfd78fcb7d74055a0f3b2376f370fdcc8e58653cc5e67a7930,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/docs/final_synthesis.md,4e0b55d569e05b66d4942764242090ddd1a239b7d2a5084908e84687d34d918d,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/docs/reproducibility.md,7bbc0be0ef2896c06992be2f40fe4bb92a3e286b316e24af560b9f11735365ff,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/data/phase4_reopen_claim_matrix.csv,f0b57bb1e06b28949ff1d0fe9cf2186bd4f5b27b9f1399532f7b70420ea9020e,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/data/phase4_reopen_manifest.csv,self_referential_manifest,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/data/phase4_reopen_summary.json,862b1849d70dced71fd2213dc13b7eeffeaddce65a12307fa774ab8cb4059abd,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
M-PHASE4-SYNTH-1,physicalized-weights/data/phase4_reopen_lifecycle_flow.png,0347bcd5f02eed9ec2a365de2a6c0daabd4fae5f9ca78b8cc9405c844c842aa3,output,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py
