artifact_path,milestone_id,artifact_class,canonical,exists,size_bytes,sha256,regeneration_command,notes
physicalized-weights/data/evidence_package_lifecycle_summary.json,M-LIFECYCLE-1,summary_data,true,true,2870,fd459b71dca6f7f2370d99ee5eb5fc932ab5bb4eabc7cc9a741c7ffebbc9fc39,python3 physicalized-weights/scripts/evidence_package_lifecycle.py,
physicalized-weights/docs/evidence_package_lifecycle_state_machine.md,M-LIFECYCLE-1,report,true,true,3297,c65824476032a40a1c9eb65f3650d9c852984d2366716d612f6e1026e6b1762d,,
physicalized-weights/data/phase4_reopen_summary.json,M-PHASE4-SYNTH-1,summary_data,true,true,2650,862b1849d70dced71fd2213dc13b7eeffeaddce65a12307fa774ab8cb4059abd,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py,
physicalized-weights/data/phase4_reopen_claim_matrix.csv,M-PHASE4-SYNTH-1,evidence_data,true,true,3703,f0b57bb1e06b28949ff1d0fe9cf2186bd4f5b27b9f1399532f7b70420ea9020e,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py,
physicalized-weights/data/phase4_reopen_manifest.csv,M-PHASE4-SYNTH-1,manifest,true,true,6250,9da79bf4902926552c9f6a628267a401965b09a6b5106c77ce5845c6b4cfbbd7,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py,
physicalized-weights/docs/phase4_reopen_lifecycle_synthesis.md,M-PHASE4-SYNTH-1,report,true,true,5189,3f11d3854d8010bfd78fcb7d74055a0f3b2376f370fdcc8e58653cc5e67a7930,,
physicalized-weights/data/phase4_reopen_lifecycle_flow.png,M-PHASE4-SYNTH-1,figure,true,true,4391,0347bcd5f02eed9ec2a365de2a6c0daabd4fae5f9ca78b8cc9405c844c842aa3,python3 physicalized-weights/scripts/build_phase4_reopen_synthesis.py,
physicalized-weights/data/target_robustness_summary.json,M-ROBUST-1,summary_data,true,true,1700,b0b3eeb0219ad118016a71dec6856fe020ccc606d8ec9571ce5bb430ee2558bd,python3 physicalized-weights/scripts/target_robustness_stress.py,
physicalized-weights/data/target_robustness_results.csv,M-ROBUST-1,evidence_data,true,true,9745,f74d157ffc5feb213362fd1a53c9197726934b25918880fe4b7026da4da67be3,python3 physicalized-weights/scripts/target_robustness_stress.py,
physicalized-weights/docs/target_robustness_stress_test.md,M-ROBUST-1,report,true,true,2438,264f678af44cf740a9c215302b9cd15f7dc3d819e8ac7c240963f329043bd045,,
physicalized-weights/data/target_robustness_frontier.png,M-ROBUST-1,figure,true,true,4441,33c14e536f673d7b05c6b5821faf0b2a37d71db0081d374f90655722e2ab7573,python3 physicalized-weights/scripts/target_robustness_stress.py,
physicalized-weights/data/campaign_deferral_watchlist_summary.json,M-DEFER-1,summary_data,true,true,3493,5240066e4def5cb86149a20be6a6b1b4a6b24adeea3249089dc2a575525687a9,python3 physicalized-weights/scripts/build_campaign_deferral_watchlist.py,
physicalized-weights/data/campaign_deferral_watchlist_results.csv,M-DEFER-1,evidence_data,true,true,6852,3ee5e4201f6beb70657692b4654324c31f7d801f386996cf0f09f13efca3455b,python3 physicalized-weights/scripts/build_campaign_deferral_watchlist.py,
physicalized-weights/docs/campaign_deferral_watchlist.md,M-DEFER-1,report,true,true,3389,59cfc99e0294c403b7f4c1939fd3ff89348d1b5d7ed76ad5caa4cfa847ec8c77,,
physicalized-weights/data/campaign_deferral_watchlist.png,M-DEFER-1,figure,true,true,3782,23db03dd5a47c888deb752b3b07c7aeee375add8b982fb8811da8b33f94b16ba,python3 physicalized-weights/scripts/build_campaign_deferral_watchlist.py,
physicalized-weights/data/campaign_closure_summary.json,M-CLOSURE-1,summary_data,true,true,2615,d25eb5d79b1b4ec0e3bd5893ad0689505872f56cc13512516d71a13b424a45cb,python3 physicalized-weights/scripts/build_campaign_closure_report.py,
physicalized-weights/data/campaign_closure_claim_disposition.csv,M-CLOSURE-1,evidence_data,true,true,2772,3e5c9f7c9093368a561f3c9c421d4fb8a206f5277be9cd6e9a1311e1368f7c93,python3 physicalized-weights/scripts/build_campaign_closure_report.py,
physicalized-weights/data/campaign_closure_manifest.csv,M-CLOSURE-1,manifest,true,true,5117,ea1850f228d64193d4531b98c98c2ed993672cf40d944af94597d7eca12e1d10,python3 physicalized-weights/scripts/build_campaign_closure_report.py,
physicalized-weights/docs/campaign_closure_report.md,M-CLOSURE-1,report,true,true,6116,41576f1b6d60443150c52d8df653511d5de29686223aafbb5c414e9a3cca36ff,python3 physicalized-weights/scripts/build_campaign_closure_report.py,
physicalized-weights/docs/campaign_executive_summary.md,M-CLOSURE-1,report,true,true,1717,41d306bb2872ccf07a0808e4a410743b8390aeae7f7b05b047b661eccb566311,python3 physicalized-weights/scripts/build_campaign_closure_report.py,
physicalized-weights/data/campaign_closure_evidence_flow.png,M-CLOSURE-1,figure,true,true,4432,e5c96e8b850b0bf6d27100fa88bb42ab718e8b13de0adfb8a0630c551a6f0e4e,python3 physicalized-weights/scripts/build_campaign_closure_report.py,
