x_axis,y_axis,hbm_capacity_multiplier,hbm_bandwidth_multiplier,cxl_p99_latency_multiplier,nvme_remote_latency_multiplier,energy_per_byte_multiplier,recompute_cost_multiplier,validation_security_overhead_multiplier,reuse_probability,branch_fanout,durable_state_lifetime,verification_loop_count,retained_state_value,movement_cost,contention_penalty,recompute_alternative,validation_security_overhead,memory_centric_advantage,option_preferred,conclusion_label,reason,planner_net_value_context,security_safe_hit_rate_context,cxl_p99_collapse_threshold_context,energy_sensitivity_collapse_rate_context,pilot_options_context,evidence_boundary,production_ready
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.25,0,0,0,16.1078,13.2431,0.1391,8.6,1.0865,-6.9609,A,falsified_under_assumption,zero_or_negative_memory_centric_advantage,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.25,1,8,3,30.5146,13.2431,1.9488,8.6,2.5533,4.1695,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.25,2,8,3,36.0073,13.2431,1.9985,8.6,2.5533,9.6124,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.25,4,8,3,46.9926,13.2431,2.0979,8.6,2.5533,20.4983,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.25,8,8,3,68.9631,13.2431,2.2966,8.6,2.5533,42.2701,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.5,0,0,0,32.2156,13.2431,0.1391,8.6,1.0865,9.1469,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.5,1,8,3,61.0293,13.2431,1.9488,8.6,2.5533,34.6841,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.5,2,8,3,72.0146,13.2431,1.9985,8.6,2.5533,45.6197,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.5,4,8,3,93.9851,13.2431,2.0979,8.6,2.5533,67.4908,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.5,8,8,3,137.9262,13.2431,2.2966,8.6,2.5533,111.2332,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.75,0,0,0,48.3234,13.2431,0.1391,8.6,1.0865,25.2547,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.75,1,8,3,91.5439,13.2431,1.9488,8.6,2.5533,65.1987,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.75,2,8,3,108.0219,13.2431,1.9985,8.6,2.5533,81.627,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.75,4,8,3,140.9777,13.2431,2.0979,8.6,2.5533,114.4834,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.75,8,8,3,206.8893,13.2431,2.2966,8.6,2.5533,180.1963,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.9,0,0,0,57.9881,13.2431,0.1391,8.6,1.0865,34.9194,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.9,1,8,3,109.8527,13.2431,1.9488,8.6,2.5533,83.5075,B,synthetic_supported,object_reuse_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.9,2,8,3,129.6262,13.2431,1.9985,8.6,2.5533,103.2313,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.9,4,8,3,169.1732,13.2431,2.0979,8.6,2.5533,142.6789,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
reuse_probability,branch_fanout,1,1,1,1,1,1.5,1,0.9,8,8,3,248.2672,13.2431,2.2966,8.6,2.5533,221.5741,C,contract_ready,trajectory_branch_durable_value_exceeds_costs,7.3631,0.404,40.25,0.5104,A;B;C,synthetic_trend_sensitivity_not_measured_evidence,false
