"fanout","branch_survival","reuse_rate_lambda","durability_horizon","kv_live_bytes","branch_live_bytes","durable_live_bytes","prefix_expected_bytes","total_expected_retained_bytes","dominant_state","regime_label"
4,"0","0",32,4096,0,9040,0,13136,"durable_workspace","durable_dominated"
4,"0","0.05",0,4096,0,2000,314.77547222989324,6410.775472229893,"KV","kv_or_prefix_dominated"
4,"0","0.05",8,4096,0,3760,314.77547222989324,8170.775472229893,"KV","kv_or_prefix_dominated"
4,"0","0.05",32,4096,0,9040,314.77547222989324,13450.775472229892,"durable_workspace","durable_dominated"
4,"0","0.2",0,4096,0,2000,691.7317734107098,6787.73177341071,"KV","kv_or_prefix_dominated"
4,"0","0.2",8,4096,0,3760,691.7317734107098,8547.73177341071,"KV","kv_or_prefix_dominated"
4,"0","0.2",32,4096,0,9040,691.7317734107098,13827.73177341071,"durable_workspace","durable_dominated"
4,"0.25","0",0,4096,9090,2000,0,15186,"branch_state","branch_dominated"
4,"0.25","0",8,4096,9090,3760,0,16946,"branch_state","branch_dominated"
4,"0.25","0",32,4096,9090,9040,0,22226,"branch_state","branch_dominated"
4,"0.25","0.05",0,4096,9090,2000,314.77547222989324,15500.775472229892,"branch_state","branch_dominated"
4,"0.25","0.05",8,4096,9090,3760,314.77547222989324,17260.775472229892,"branch_state","branch_dominated"
4,"0.25","0.05",32,4096,9090,9040,314.77547222989324,22540.775472229892,"branch_state","branch_dominated"
4,"0.25","0.2",0,4096,9090,2000,691.7317734107098,15877.73177341071,"branch_state","branch_dominated"
4,"0.25","0.2",8,4096,9090,3760,691.7317734107098,17637.73177341071,"branch_state","branch_dominated"
4,"0.25","0.2",32,4096,9090,9040,691.7317734107098,22917.73177341071,"branch_state","branch_dominated"
4,"0.5","0",0,4096,18180,2000,0,24276,"branch_state","branch_dominated"
4,"0.5","0",8,4096,18180,3760,0,26036,"branch_state","branch_dominated"
4,"0.5","0",32,4096,18180,9040,0,31316,"branch_state","branch_dominated"
4,"0.5","0.05",0,4096,18180,2000,314.77547222989324,24590.775472229892,"branch_state","branch_dominated"
4,"0.5","0.05",8,4096,18180,3760,314.77547222989324,26350.775472229892,"branch_state","branch_dominated"
4,"0.5","0.05",32,4096,18180,9040,314.77547222989324,31630.775472229892,"branch_state","branch_dominated"
4,"0.5","0.2",0,4096,18180,2000,691.7317734107098,24967.73177341071,"branch_state","branch_dominated"
4,"0.5","0.2",8,4096,18180,3760,691.7317734107098,26727.73177341071,"branch_state","branch_dominated"
4,"0.5","0.2",32,4096,18180,9040,691.7317734107098,32007.73177341071,"branch_state","branch_dominated"
4,"0.75","0",0,4096,27270,2000,0,33366,"branch_state","branch_dominated"
4,"0.75","0",8,4096,27270,3760,0,35126,"branch_state","branch_dominated"
4,"0.75","0",32,4096,27270,9040,0,40406,"branch_state","branch_dominated"
4,"0.75","0.05",0,4096,27270,2000,314.77547222989324,33680.77547222989,"branch_state","branch_dominated"
4,"0.75","0.05",8,4096,27270,3760,314.77547222989324,35440.77547222989,"branch_state","branch_dominated"
4,"0.75","0.05",32,4096,27270,9040,314.77547222989324,40720.77547222989,"branch_state","branch_dominated"
4,"0.75","0.2",0,4096,27270,2000,691.7317734107098,34057.73177341071,"branch_state","branch_dominated"
4,"0.75","0.2",8,4096,27270,3760,691.7317734107098,35817.73177341071,"branch_state","branch_dominated"
4,"0.75","0.2",32,4096,27270,9040,691.7317734107098,41097.731773410706,"branch_state","branch_dominated"
8,"0","0",0,4096,0,2000,0,6096,"KV","kv_or_prefix_dominated"
8,"0","0",8,4096,0,3760,0,7856,"KV","kv_or_prefix_dominated"
8,"0","0",32,4096,0,9040,0,13136,"durable_workspace","durable_dominated"
8,"0","0.05",0,4096,0,2000,314.77547222989324,6410.775472229893,"KV","kv_or_prefix_dominated"
8,"0","0.05",8,4096,0,3760,314.77547222989324,8170.775472229893,"KV","kv_or_prefix_dominated"
8,"0","0.05",32,4096,0,9040,314.77547222989324,13450.775472229892,"durable_workspace","durable_dominated"
8,"0","0.2",0,4096,0,2000,691.7317734107098,6787.73177341071,"KV","kv_or_prefix_dominated"
8,"0","0.2",8,4096,0,3760,691.7317734107098,8547.73177341071,"KV","kv_or_prefix_dominated"
8,"0","0.2",32,4096,0,9040,691.7317734107098,13827.73177341071,"durable_workspace","durable_dominated"
8,"0.25","0",0,4096,18180,2000,0,24276,"branch_state","branch_dominated"
8,"0.25","0",8,4096,18180,3760,0,26036,"branch_state","branch_dominated"
8,"0.25","0",32,4096,18180,9040,0,31316,"branch_state","branch_dominated"
8,"0.25","0.05",0,4096,18180,2000,314.77547222989324,24590.775472229892,"branch_state","branch_dominated"
8,"0.25","0.05",8,4096,18180,3760,314.77547222989324,26350.775472229892,"branch_state","branch_dominated"
8,"0.25","0.05",32,4096,18180,9040,314.77547222989324,31630.775472229892,"branch_state","branch_dominated"
8,"0.25","0.2",0,4096,18180,2000,691.7317734107098,24967.73177341071,"branch_state","branch_dominated"
8,"0.25","0.2",8,4096,18180,3760,691.7317734107098,26727.73177341071,"branch_state","branch_dominated"
8,"0.25","0.2",32,4096,18180,9040,691.7317734107098,32007.73177341071,"branch_state","branch_dominated"
8,"0.5","0",0,4096,36360,2000,0,42456,"branch_state","branch_dominated"
8,"0.5","0",8,4096,36360,3760,0,44216,"branch_state","branch_dominated"
8,"0.5","0",32,4096,36360,9040,0,49496,"branch_state","branch_dominated"
8,"0.5","0.05",0,4096,36360,2000,314.77547222989324,42770.77547222989,"branch_state","branch_dominated"
8,"0.5","0.05",8,4096,36360,3760,314.77547222989324,44530.77547222989,"branch_state","branch_dominated"
8,"0.5","0.05",32,4096,36360,9040,314.77547222989324,49810.77547222989,"branch_state","branch_dominated"
8,"0.5","0.2",0,4096,36360,2000,691.7317734107098,43147.73177341071,"branch_state","branch_dominated"
8,"0.5","0.2",8,4096,36360,3760,691.7317734107098,44907.73177341071,"branch_state","branch_dominated"
8,"0.5","0.2",32,4096,36360,9040,691.7317734107098,50187.731773410706,"branch_state","branch_dominated"
8,"0.75","0",0,4096,54540,2000,0,60636,"branch_state","branch_dominated"
8,"0.75","0",8,4096,54540,3760,0,62396,"branch_state","branch_dominated"
8,"0.75","0",32,4096,54540,9040,0,67676,"branch_state","branch_dominated"
8,"0.75","0.05",0,4096,54540,2000,314.77547222989324,60950.77547222989,"branch_state","branch_dominated"
8,"0.75","0.05",8,4096,54540,3760,314.77547222989324,62710.77547222989,"branch_state","branch_dominated"
8,"0.75","0.05",32,4096,54540,9040,314.77547222989324,67990.7754722299,"branch_state","branch_dominated"
8,"0.75","0.2",0,4096,54540,2000,691.7317734107098,61327.73177341071,"branch_state","branch_dominated"
8,"0.75","0.2",8,4096,54540,3760,691.7317734107098,63087.73177341071,"branch_state","branch_dominated"
8,"0.75","0.2",32,4096,54540,9040,691.7317734107098,68367.7317734107,"branch_state","branch_dominated"
