n,trial,k,normalized_trace,tree_moment,centered_trace,seed
140,6,4,30.857142857142872,28,2.857142857142872,20260516
140,6,5,2.4285714285714026,0,2.4285714285714026,20260516
140,6,6,275.24285714285736,232,43.24285714285736,20260516
140,6,7,59.29999999999943,0,59.29999999999943,20260516
140,6,8,2743.2000000000035,2092,651.2000000000035,20260516
140,6,9,1186.114285714275,0,1186.114285714275,20260516
140,6,10,29731.171428571473,19864,9867.171428571473,20260516
140,7,1,0.014285714285714388,0,0.014285714285714388,20260516
140,7,2,4.071428571428571,4,0.07142857142857117,20260516
140,7,3,0.18571428571428733,0,0.18571428571428733,20260516
140,7,4,29.328571428571422,28,1.328571428571422,20260516
140,7,5,4.228571428571429,0,4.228571428571429,20260516
140,7,6,255.55714285714276,232,23.557142857142765,20260516
140,7,7,84.61428571428561,0,84.61428571428561,20260516
140,7,8,2491.614285714284,2092,399.61428571428405,20260516
140,7,9,1535.8428571428556,0,1535.8428571428556,20260516
140,7,10,26497.714285714264,19864,6633.714285714264,20260516
140,8,1,0.04285714285714275,0,0.04285714285714275,20260516
140,8,2,4.1571428571428575,4,0.15714285714285747,20260516
140,8,3,0.8142857142857126,0,0.8142857142857126,20260516
140,8,4,30.957142857142863,28,2.9571428571428626,20260516
140,8,5,12.757142857142844,0,12.757142857142844,20260516
140,8,6,278.52857142857147,232,46.52857142857147,20260516
140,8,7,189.3428571428568,0,189.3428571428568,20260516
140,8,8,2792.3285714285716,2092,700.3285714285716,20260516
140,8,9,2789.528571428565,0,2789.528571428565,20260516
140,8,10,30320.871428571423,19864,10456.871428571423,20260516
140,9,1,0.02857142857142857,0,0.02857142857142857,20260516
140,9,2,4.085714285714285,4,0.08571428571428541,20260516
140,9,3,0.5428571428571413,0,0.5428571428571413,20260516
140,9,4,29.571428571428573,28,1.571428571428573,20260516
140,9,5,8.028571428571382,0,8.028571428571382,20260516
140,9,6,258.57142857142844,232,26.57142857142844,20260516
140,9,7,119.72857142857045,0,119.72857142857045,20260516
140,9,8,2526.828571428569,2092,434.8285714285689,20260516
140,9,9,1846.1857142856968,0,1846.1857142856968,20260516
140,9,10,26902.228571428506,19864,7038.228571428506,20260516
140,10,1,0.014285714285714388,0,0.014285714285714388,20260516
140,10,2,4.1000000000000005,4,0.10000000000000053,20260516
140,10,3,0.27142857142857224,0,0.27142857142857224,20260516
140,10,4,29.700000000000006,28,1.7000000000000064,20260516
140,10,5,4.442857142857169,0,4.442857142857169,20260516
140,10,6,260.3857142857144,232,28.385714285714414,20260516
140,10,7,76.8142857142865,0,76.8142857142865,20260516
140,10,8,2560.214285714288,2092,468.21428571428805,20260516
140,10,9,1342.9428571428725,0,1342.9428571428725,20260516
140,10,10,27488.528571428626,19864,7624.528571428626,20260516
140,11,1,-2.0301221021717148e-16,0,-2.0301221021717148e-16,20260516
140,11,2,4.171428571428572,4,0.1714285714285717,20260516
140,11,3,0.08571428571428247,0,0.08571428571428247,20260516
140,11,4,30.571428571428573,28,2.571428571428573,20260516
140,11,5,2.9285714285714155,0,2.9285714285714155,20260516
140,11,6,270.05714285714294,232,38.057142857142935,20260516
140,11,7,68.10000000000026,0,68.10000000000026,20260516
140,11,8,2664.1714285714315,2092,572.1714285714315,20260516
140,11,9,1339.157142857152,0,1339.157142857152,20260516
140,11,10,28573.9571428572,19864,8709.957142857202,20260516
140,12,1,0.04285714285714286,0,0.04285714285714286,20260516
140,12,2,4.071428571428571,4,0.07142857142857117,20260516
140,12,3,0.7285714285714253,0,0.7285714285714253,20260516
140,12,4,29.3857142857143,28,1.3857142857143003,20260516
140,12,5,10.471428571428513,0,10.471428571428513,20260516
140,12,6,257.7857142857145,232,25.785714285714505,20260516
140,12,7,151.34285714285622,0,151.34285714285622,20260516
140,12,8,2536.5857142857176,2092,444.5857142857176,20260516
140,12,9,2238.514285714275,0,2238.514285714275,20260516
140,12,10,27222.6428571429,19864,7358.642857142899,20260516
140,13,1,0.014285714285714388,0,0.014285714285714388,20260516
140,13,2,4.1571428571428575,4,0.15714285714285747,20260516
140,13,3,0.48571428571428654,0,0.48571428571428654,20260516
140,13,4,30.557142857142857,28,2.557142857142857,20260516
140,13,5,8.942857142857155,0,8.942857142857155,20260516
140,13,6,270.9428571428571,232,38.94285714285712,20260516
140,13,7,145.71428571428592,0,145.71428571428592,20260516
140,13,8,2681.414285714286,2092,589.414285714286,20260516
140,13,9,2288.0285714285756,0,2288.0285714285756,20260516
140,13,10,28836.942857142865,19864,8972.942857142865,20260516
140,14,1,0.014285714285714285,0,0.014285714285714285,20260516
140,14,2,4.071428571428571,4,0.07142857142857117,20260516
140,14,3,0.40000000000000324,0,0.40000000000000324,20260516
140,14,4,29.44285714285713,28,1.4428571428571288,20260516
140,14,5,7.014285714285773,0,7.014285714285773,20260516
140,14,6,256.7142857142855,232,24.714285714285495,20260516
140,14,7,114.01428571428664,0,114.01428571428664,20260516
140,14,8,2504.7571428571396,2092,412.75714285713957,20260516
140,14,9,1826.6285714285848,0,1826.6285714285848,20260516
140,14,10,26681.64285714281,19864,6817.642857142811,20260516
140,15,1,0.014285714285714285,0,0.014285714285714285,20260516
140,15,2,4.128571428571429,4,0.128571428571429,20260516
140,15,3,0.18571428571428733,0,0.18571428571428733,20260516
140,15,4,30.414285714285707,28,2.4142857142857075,20260516
140,15,5,4.3714285714285905,0,4.3714285714285905,20260516
140,15,6,270.0999999999999,232,38.09999999999991,20260516
140,15,7,86.11428571428587,0,86.11428571428587,20260516
140,15,8,2677.9571428571408,2092,585.9571428571408,20260516
140,15,9,1537.3857142857125,0,1537.3857142857125,20260516
140,15,10,28858.48571428568,19864,8994.485714285682,20260516
140,16,1,0.014285714285714388,0,0.014285714285714388,20260516
140,16,2,4.1571428571428575,4,0.15714285714285747,20260516
140,16,3,0.3142857142857167,0,0.3142857142857167,20260516
140,16,4,30.328571428571436,28,2.3285714285714363,20260516
140,16,5,6.87142857142861,0,6.87142857142861,20260516
140,16,6,266.82857142857165,232,34.82857142857165,20260516
140,16,7,121.71428571428645,0,121.71428571428645,20260516
140,16,8,2627.1285714285755,2092,535.1285714285755,20260516
140,16,9,2000.8857142857285,0,2000.8857142857285,20260516
140,16,10,28185.442857142945,19864,8321.442857142945,20260516
140,17,1,0.04285714285714286,0,0.04285714285714286,20260516
140,17,2,4.185714285714288,4,0.18571428571428772,20260516
140,17,3,0.4285714285714302,0,0.4285714285714302,20260516
140,17,4,30.642857142857157,28,2.6428571428571566,20260516
140,17,5,6.471428571428578,0,6.471428571428578,20260516
140,17,6,269.3428571428572,232,37.34285714285721,20260516
140,17,7,104.84285714285704,0,104.84285714285704,20260516
140,17,8,2637.8428571428567,2092,545.8428571428567,20260516
140,17,9,1715.4428571428514,0,1715.4428571428514,20260516
140,17,10,28085.185714285686,19864,8221.185714285686,20260516
140,18,1,0.04285714285714296,0,0.04285714285714296,20260516
140,18,2,4.1571428571428575,4,0.15714285714285747,20260516
140,18,3,0.6857142857142874,0,0.6857142857142874,20260516
140,18,4,30.442857142857136,28,2.442857142857136,20260516
140,18,5,9.90000000000002,0,9.90000000000002,20260516
140,18,6,268.45714285714274,232,36.45714285714274,20260516
140,18,7,145.8428571428573,0,145.8428571428573,20260516
140,18,8,2645.8714285714273,2092,553.8714285714273,20260516
140,18,9,2205.3000000000006,0,2205.3000000000006,20260516
140,18,10,28411.585714285702,19864,8547.585714285702,20260516
140,19,1,0.028571428571428675,0,0.028571428571428675,20260516
140,19,2,4.2,4,0.20000000000000018,20260516
140,19,3,0.4571428571428555,0,0.4571428571428555,20260516
140,19,4,31.285714285714285,28,3.2857142857142847,20260516
140,19,5,7.314285714285655,0,7.314285714285655,20260516
140,19,6,280.97142857142853,232,48.97142857142853,20260516
140,19,7,117.6285714285704,0,117.6285714285704,20260516
140,19,8,2814.2571428571405,2092,722.2571428571405,20260516
140,19,9,1894.5714285714112,0,1894.5714285714112,20260516
140,19,10,30570.48571428566,19864,10706.48571428566,20260516
140,20,1,1.0150610510858574e-16,0,1.0150610510858574e-16,20260516
140,20,2,4.028571428571429,4,0.028571428571429358,20260516
140,20,3,0.12857142857143264,0,0.12857142857143264,20260516
140,20,4,28.77142857142859,28,0.77142857142859,20260516
140,20,5,3.5000000000000586,0,3.5000000000000586,20260516
140,20,6,250.0714285714289,232,18.071428571428896,20260516
140,20,7,70.10000000000105,0,70.10000000000105,20260516
140,20,8,2447.0571428571484,2092,355.0571428571484,20260516
140,20,9,1279.414285714305,0,1279.414285714305,20260516
140,20,10,26233.957142857234,19864,6369.957142857234,20260516
140,21,1,0.014285714285714285,0,0.014285714285714285,20260516
140,21,2,4.071428571428571,4,0.07142857142857117,20260516
140,21,3,0.2714285714285698,0,0.2714285714285698,20260516
140,21,4,29.271428571428572,28,1.2714285714285722,20260516
140,21,5,5.94285714285711,0,5.94285714285711,20260516
140,21,6,255.04285714285714,232,23.042857142857144,20260516
140,21,7,109.01428571428556,0,109.01428571428556,20260516
140,21,8,2492.5857142857153,2092,400.5857142857153,20260516
140,21,9,1857.8714285714302,0,1857.8714285714302,20260516
140,21,10,26616.714285714304,19864,6752.714285714304,20260516
140,22,1,0.057142857142857044,0,0.057142857142857044,20260516
140,22,2,4.171428571428572,4,0.1714285714285717,20260516
140,22,3,0.9142857142857127,0,0.9142857142857127,20260516
140,22,4,30.628571428571416,28,2.6285714285714157,20260516
140,22,5,13.485714285714273,0,13.485714285714273,20260516
140,22,6,271.8571428571428,232,39.857142857142776,20260516
140,22,7,196.65714285714245,0,196.65714285714245,20260516
140,22,8,2697.599999999998,2092,605.5999999999981,20260516
140,22,9,2876.54285714285,0,2876.54285714285,20260516
140,22,10,29119.599999999962,19864,9255.599999999962,20260516
140,23,1,0.014285714285714285,0,0.014285714285714285,20260516
140,23,2,4.014285714285715,4,0.014285714285715123,20260516
140,23,3,0.44285714285714206,0,0.44285714285714206,20260516
140,23,4,28.928571428571445,28,0.9285714285714448,20260516
140,23,5,7.585714285714266,0,7.585714285714266,20260516
140,23,6,252.75714285714312,232,20.757142857143123,20260516
140,23,7,121.91428571428571,0,121.91428571428571,20260516
140,23,8,2480.3571428571477,2092,388.35714285714766,20260516
140,23,9,1940.7142857142887,0,1940.7142857142887,20260516
140,23,10,26623.871428571507,19864,6759.871428571507,20260516
220,0,1,0.00909090909090909,0,0.00909090909090909,20260516
220,0,2,4.081818181818182,4,0.08181818181818201,20260516
220,0,3,0.28181818181818286,0,0.28181818181818286,20260516
220,0,4,29.281818181818185,28,1.2818181818181849,20260516
220,0,5,4.963636363636347,0,4.963636363636347,20260516
