mechanism,classification,kappa,eta,A,A_offset,sigma,D,beta,beta_formula,grouped_variance_exponent,denominator_safe_regime,saving_survives_denominator,theorem_ready_spc_kernel,coefficient_variation_equivalent,near_zero_denominator_obstruction
markov_baseline,paper_proved_baseline,3.0,0.18,6.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,2.08,True,False,False,False,False
markov_baseline,paper_proved_baseline,3.0,0.18,6.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,2.33,False,False,False,False,True
markov_baseline,paper_proved_baseline,3.0,0.18,6.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.58,False,False,False,False,True
markov_baseline,paper_proved_baseline,3.0,0.18,6.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,3.08,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.02,10.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,1.2,True,False,False,False,False
markov_baseline,paper_proved_baseline,5.0,0.02,10.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,1.45,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.02,10.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,1.7,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.02,10.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,2.2,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.05,10.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,1.5,True,False,False,False,False
markov_baseline,paper_proved_baseline,5.0,0.05,10.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,1.75,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.05,10.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.0,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.05,10.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,2.5,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.08,10.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,1.8,True,False,False,False,False
markov_baseline,paper_proved_baseline,5.0,0.08,10.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,2.05,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.08,10.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.3,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.08,10.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,2.8,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.12,10.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,2.2,True,False,False,False,False
markov_baseline,paper_proved_baseline,5.0,0.12,10.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,2.45,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.12,10.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.7,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.12,10.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,3.2,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.18,10.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,2.8,True,False,False,False,False
markov_baseline,paper_proved_baseline,5.0,0.18,10.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,3.05,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.18,10.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,3.3,False,False,False,False,True
markov_baseline,paper_proved_baseline,5.0,0.18,10.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,3.8,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.02,16.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,1.32,True,False,False,False,False
markov_baseline,paper_proved_baseline,8.0,0.02,16.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,1.57,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.02,16.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,1.82,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.02,16.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,2.3200000000000003,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.05,16.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,1.8,True,False,False,False,False
markov_baseline,paper_proved_baseline,8.0,0.05,16.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,2.05,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.05,16.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.3,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.05,16.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,2.8,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.08,16.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,2.2800000000000002,True,False,False,False,False
markov_baseline,paper_proved_baseline,8.0,0.08,16.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,2.5300000000000002,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.08,16.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.7800000000000002,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.08,16.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,3.2800000000000002,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.12,16.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,2.92,True,False,False,False,False
markov_baseline,paper_proved_baseline,8.0,0.12,16.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,3.17,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.12,16.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,3.42,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.12,16.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,3.92,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.18,16.0,0.0,0.0,0.0,0.0,beta=(2*kappa-A)*eta+sigma-D,3.88,True,False,False,False,False
markov_baseline,paper_proved_baseline,8.0,0.18,16.0,0.0,0.0,0.25,-0.25,beta=(2*kappa-A)*eta+sigma-D,4.13,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.18,16.0,0.0,0.0,0.5,-0.5,beta=(2*kappa-A)*eta+sigma-D,4.38,False,False,False,False,True
markov_baseline,paper_proved_baseline,8.0,0.18,16.0,0.0,0.0,1.0,-1.0,beta=(2*kappa-A)*eta+sigma-D,4.88,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.1,0.0,0.115,beta=(2*kappa-A)*eta+sigma-D,1.0050000000000001,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.1,0.25,-0.135,beta=(2*kappa-A)*eta+sigma-D,1.2550000000000001,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.1,0.5,-0.385,beta=(2*kappa-A)*eta+sigma-D,1.5050000000000001,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.02,5.25,0.75,0.1,1.0,-0.885,beta=(2*kappa-A)*eta+sigma-D,2.005,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.1,0.0,0.1375,beta=(2*kappa-A)*eta+sigma-D,1.1625,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.1,0.25,-0.11249999999999999,beta=(2*kappa-A)*eta+sigma-D,1.4125,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.1,0.5,-0.3625,beta=(2*kappa-A)*eta+sigma-D,1.6625,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.05,5.25,0.75,0.1,1.0,-0.8625,beta=(2*kappa-A)*eta+sigma-D,2.1625,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.08,5.25,0.75,0.1,0.0,0.16,beta=(2*kappa-A)*eta+sigma-D,1.32,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.08,5.25,0.75,0.1,0.25,-0.09,beta=(2*kappa-A)*eta+sigma-D,1.57,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.08,5.25,0.75,0.1,0.5,-0.33999999999999997,beta=(2*kappa-A)*eta+sigma-D,1.8199999999999998,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.08,5.25,0.75,0.1,1.0,-0.84,beta=(2*kappa-A)*eta+sigma-D,2.32,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.12,5.25,0.75,0.1,0.0,0.19,beta=(2*kappa-A)*eta+sigma-D,1.53,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.12,5.25,0.75,0.1,0.25,-0.06,beta=(2*kappa-A)*eta+sigma-D,1.78,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.12,5.25,0.75,0.1,0.5,-0.31,beta=(2*kappa-A)*eta+sigma-D,2.03,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.12,5.25,0.75,0.1,1.0,-0.81,beta=(2*kappa-A)*eta+sigma-D,2.5300000000000002,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.18,5.25,0.75,0.1,0.0,0.23500000000000001,beta=(2*kappa-A)*eta+sigma-D,1.845,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.18,5.25,0.75,0.1,0.25,-0.014999999999999986,beta=(2*kappa-A)*eta+sigma-D,2.095,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.18,5.25,0.75,0.1,0.5,-0.265,beta=(2*kappa-A)*eta+sigma-D,2.345,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,3.0,0.18,5.25,0.75,0.1,1.0,-0.765,beta=(2*kappa-A)*eta+sigma-D,2.845,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.02,9.25,0.75,0.1,0.0,0.115,beta=(2*kappa-A)*eta+sigma-D,1.085,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.02,9.25,0.75,0.1,0.25,-0.135,beta=(2*kappa-A)*eta+sigma-D,1.335,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.02,9.25,0.75,0.1,0.5,-0.385,beta=(2*kappa-A)*eta+sigma-D,1.585,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.02,9.25,0.75,0.1,1.0,-0.885,beta=(2*kappa-A)*eta+sigma-D,2.085,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.05,9.25,0.75,0.1,0.0,0.1375,beta=(2*kappa-A)*eta+sigma-D,1.3625,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.05,9.25,0.75,0.1,0.25,-0.11249999999999999,beta=(2*kappa-A)*eta+sigma-D,1.6125,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.05,9.25,0.75,0.1,0.5,-0.3625,beta=(2*kappa-A)*eta+sigma-D,1.8625,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.05,9.25,0.75,0.1,1.0,-0.8625,beta=(2*kappa-A)*eta+sigma-D,2.3625,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.08,9.25,0.75,0.1,0.0,0.16,beta=(2*kappa-A)*eta+sigma-D,1.6400000000000001,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.08,9.25,0.75,0.1,0.25,-0.09,beta=(2*kappa-A)*eta+sigma-D,1.8900000000000001,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.08,9.25,0.75,0.1,0.5,-0.33999999999999997,beta=(2*kappa-A)*eta+sigma-D,2.14,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.08,9.25,0.75,0.1,1.0,-0.84,beta=(2*kappa-A)*eta+sigma-D,2.64,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.12,9.25,0.75,0.1,0.0,0.19,beta=(2*kappa-A)*eta+sigma-D,2.0100000000000002,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.12,9.25,0.75,0.1,0.25,-0.06,beta=(2*kappa-A)*eta+sigma-D,2.2600000000000002,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.12,9.25,0.75,0.1,0.5,-0.31,beta=(2*kappa-A)*eta+sigma-D,2.5100000000000002,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.12,9.25,0.75,0.1,1.0,-0.81,beta=(2*kappa-A)*eta+sigma-D,3.0100000000000002,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.18,9.25,0.75,0.1,0.0,0.23500000000000001,beta=(2*kappa-A)*eta+sigma-D,2.565,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.18,9.25,0.75,0.1,0.25,-0.014999999999999986,beta=(2*kappa-A)*eta+sigma-D,2.815,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.18,9.25,0.75,0.1,0.5,-0.265,beta=(2*kappa-A)*eta+sigma-D,3.065,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,5.0,0.18,9.25,0.75,0.1,1.0,-0.765,beta=(2*kappa-A)*eta+sigma-D,3.565,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.02,15.25,0.75,0.1,0.0,0.115,beta=(2*kappa-A)*eta+sigma-D,1.205,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.02,15.25,0.75,0.1,0.25,-0.135,beta=(2*kappa-A)*eta+sigma-D,1.455,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.02,15.25,0.75,0.1,0.5,-0.385,beta=(2*kappa-A)*eta+sigma-D,1.705,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.02,15.25,0.75,0.1,1.0,-0.885,beta=(2*kappa-A)*eta+sigma-D,2.205,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.05,15.25,0.75,0.1,0.0,0.1375,beta=(2*kappa-A)*eta+sigma-D,1.6625,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.05,15.25,0.75,0.1,0.25,-0.11249999999999999,beta=(2*kappa-A)*eta+sigma-D,1.9125,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.05,15.25,0.75,0.1,0.5,-0.3625,beta=(2*kappa-A)*eta+sigma-D,2.1625,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.05,15.25,0.75,0.1,1.0,-0.8625,beta=(2*kappa-A)*eta+sigma-D,2.6625,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.08,15.25,0.75,0.1,0.0,0.16,beta=(2*kappa-A)*eta+sigma-D,2.12,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.08,15.25,0.75,0.1,0.25,-0.09,beta=(2*kappa-A)*eta+sigma-D,2.37,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.08,15.25,0.75,0.1,0.5,-0.33999999999999997,beta=(2*kappa-A)*eta+sigma-D,2.62,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.08,15.25,0.75,0.1,1.0,-0.84,beta=(2*kappa-A)*eta+sigma-D,3.12,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.12,15.25,0.75,0.1,0.0,0.19,beta=(2*kappa-A)*eta+sigma-D,2.73,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.12,15.25,0.75,0.1,0.25,-0.06,beta=(2*kappa-A)*eta+sigma-D,2.98,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.12,15.25,0.75,0.1,0.5,-0.31,beta=(2*kappa-A)*eta+sigma-D,3.23,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.12,15.25,0.75,0.1,1.0,-0.81,beta=(2*kappa-A)*eta+sigma-D,3.73,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.18,15.25,0.75,0.1,0.0,0.23500000000000001,beta=(2*kappa-A)*eta+sigma-D,3.645,True,True,False,False,False
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.18,15.25,0.75,0.1,0.25,-0.014999999999999986,beta=(2*kappa-A)*eta+sigma-D,3.895,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.18,15.25,0.75,0.1,0.5,-0.265,beta=(2*kappa-A)*eta+sigma-D,4.145,False,False,False,False,True
kernel_closure_admissibility,underdetermined_surface_input,8.0,0.18,15.25,0.75,0.1,1.0,-0.765,beta=(2*kappa-A)*eta+sigma-D,4.645,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.02,4.75,1.25,0.35,0.0,0.375,beta=(2*kappa-A)*eta+sigma-D,0.7450000000000001,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,3.0,0.02,4.75,1.25,0.35,0.25,0.125,beta=(2*kappa-A)*eta+sigma-D,0.9950000000000001,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.02,4.75,1.25,0.35,0.5,-0.125,beta=(2*kappa-A)*eta+sigma-D,1.245,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.02,4.75,1.25,0.35,1.0,-0.625,beta=(2*kappa-A)*eta+sigma-D,1.745,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.05,4.75,1.25,0.35,0.0,0.4125,beta=(2*kappa-A)*eta+sigma-D,0.8875000000000001,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,3.0,0.05,4.75,1.25,0.35,0.25,0.16249999999999998,beta=(2*kappa-A)*eta+sigma-D,1.1375000000000002,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.05,4.75,1.25,0.35,0.5,-0.08750000000000002,beta=(2*kappa-A)*eta+sigma-D,1.3875000000000002,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.05,4.75,1.25,0.35,1.0,-0.5875,beta=(2*kappa-A)*eta+sigma-D,1.8875000000000002,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.08,4.75,1.25,0.35,0.0,0.44999999999999996,beta=(2*kappa-A)*eta+sigma-D,1.03,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,3.0,0.08,4.75,1.25,0.35,0.25,0.19999999999999996,beta=(2*kappa-A)*eta+sigma-D,1.28,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.08,4.75,1.25,0.35,0.5,-0.050000000000000044,beta=(2*kappa-A)*eta+sigma-D,1.53,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.08,4.75,1.25,0.35,1.0,-0.55,beta=(2*kappa-A)*eta+sigma-D,2.0300000000000002,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.12,4.75,1.25,0.35,0.0,0.5,beta=(2*kappa-A)*eta+sigma-D,1.22,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,3.0,0.12,4.75,1.25,0.35,0.25,0.25,beta=(2*kappa-A)*eta+sigma-D,1.47,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.12,4.75,1.25,0.35,0.5,0.0,beta=(2*kappa-A)*eta+sigma-D,1.72,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.12,4.75,1.25,0.35,1.0,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.2199999999999998,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.18,4.75,1.25,0.35,0.0,0.575,beta=(2*kappa-A)*eta+sigma-D,1.5050000000000001,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,3.0,0.18,4.75,1.25,0.35,0.25,0.32499999999999996,beta=(2*kappa-A)*eta+sigma-D,1.7550000000000001,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.18,4.75,1.25,0.35,0.5,0.07499999999999996,beta=(2*kappa-A)*eta+sigma-D,2.005,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,3.0,0.18,4.75,1.25,0.35,1.0,-0.42500000000000004,beta=(2*kappa-A)*eta+sigma-D,2.505,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.02,8.75,1.25,0.35,0.0,0.375,beta=(2*kappa-A)*eta+sigma-D,0.825,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,5.0,0.02,8.75,1.25,0.35,0.25,0.125,beta=(2*kappa-A)*eta+sigma-D,1.075,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.02,8.75,1.25,0.35,0.5,-0.125,beta=(2*kappa-A)*eta+sigma-D,1.325,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.02,8.75,1.25,0.35,1.0,-0.625,beta=(2*kappa-A)*eta+sigma-D,1.825,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.05,8.75,1.25,0.35,0.0,0.4125,beta=(2*kappa-A)*eta+sigma-D,1.0875,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,5.0,0.05,8.75,1.25,0.35,0.25,0.16249999999999998,beta=(2*kappa-A)*eta+sigma-D,1.3375,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.05,8.75,1.25,0.35,0.5,-0.08750000000000002,beta=(2*kappa-A)*eta+sigma-D,1.5875,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.05,8.75,1.25,0.35,1.0,-0.5875,beta=(2*kappa-A)*eta+sigma-D,2.0875,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.08,8.75,1.25,0.35,0.0,0.44999999999999996,beta=(2*kappa-A)*eta+sigma-D,1.35,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,5.0,0.08,8.75,1.25,0.35,0.25,0.19999999999999996,beta=(2*kappa-A)*eta+sigma-D,1.6,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.08,8.75,1.25,0.35,0.5,-0.050000000000000044,beta=(2*kappa-A)*eta+sigma-D,1.85,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.08,8.75,1.25,0.35,1.0,-0.55,beta=(2*kappa-A)*eta+sigma-D,2.35,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.12,8.75,1.25,0.35,0.0,0.5,beta=(2*kappa-A)*eta+sigma-D,1.7000000000000002,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,5.0,0.12,8.75,1.25,0.35,0.25,0.25,beta=(2*kappa-A)*eta+sigma-D,1.9500000000000002,False,True,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.12,8.75,1.25,0.35,0.5,0.0,beta=(2*kappa-A)*eta+sigma-D,2.2,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.12,8.75,1.25,0.35,1.0,-0.5,beta=(2*kappa-A)*eta+sigma-D,2.7,False,False,False,False,True
kernel_class_signed_pairing,surface_theorem_target,5.0,0.18,8.75,1.25,0.35,0.0,0.575,beta=(2*kappa-A)*eta+sigma-D,2.2249999999999996,True,True,True,False,False
kernel_class_signed_pairing,surface_theorem_target,5.0,0.18,8.75,1.25,0.35,0.25,0.32499999999999996,beta=(2*kappa-A)*eta+sigma-D,2.4749999999999996,False,True,False,False,True
