gamma1_proxy,gamma2_proxy,primitive_exponent_k1,primitive_exponent_k2,length_bin_1,length_bin_2,support_argument_1,support_argument_2,transform_model,support_q,support_valid,geodesic_weight_proxy,primitive_power_multiplicity_proxy,transform_weight_1,transform_weight_2,diagonal_subtraction_status,quotient_control_tag,quotient_identifier_proxy,rank_proxy,cyclic_flag,C_constraints_proxy,V_vertices_proxy,d_C_minus_V,family_growth_proxy,Q_numerator_type,polynomial_variation_proxy,weighted_total_variation_proxy,coverage_by_M4_M12,exact_or_proxy,notes
primitive_length_1,primitive_length_1,1,1,1,1,1,1,compact_support,12.0,True,0.9206735942077923,1.0,1.0,1.0,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k1_1,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^1_gamma2^1,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_1,3,1,1,1,3,1,compact_support,12.0,True,0.22531504105099825,0.3333333333333333,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_1,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^1,1.4,0.10514701915713251,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,1,1,1,3,1,paley_wiener_scaled,12.0,True,0.22531504105099825,0.3333333333333333,0.9394130628134758,0.9930796124903161,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_1,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^1,1.4,0.09809291177074543,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,1,1,1,3,1,optimistic_decay,12.0,True,0.22531504105099825,0.3333333333333333,0.54744132061185,0.8294898178730103,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_1,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^1,1.4,0.0477469460980928,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,2,1,1,3,2,compact_support,12.0,True,0.09990681662325883,0.16666666666666666,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_2,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^2,1.4,0.023311590545427058,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,2,1,1,3,2,paley_wiener_scaled,12.0,True,0.09990681662325883,0.16666666666666666,0.9394130628134758,0.9726044771163483,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_2,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^2,1.4,0.02129927229140704,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,2,1,1,3,2,optimistic_decay,12.0,True,0.09990681662325883,0.16666666666666666,0.54744132061185,0.6785631183147701,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_2,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^2,1.4,0.008659637888239731,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,3,1,1,3,3,compact_support,12.0,True,0.055141005502059776,0.1111111111111111,1.0,1.0,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k3_3,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^3_gamma2^3,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_1,3,3,1,1,3,3,paley_wiener_scaled,12.0,True,0.055141005502059776,0.1111111111111111,0.9394130628134758,0.9394130628134758,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k3_3,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^3_gamma2^3,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_1,3,3,1,1,3,3,optimistic_decay,12.0,True,0.055141005502059776,0.1111111111111111,0.54744132061185,0.54744132061185,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k3_3,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^3_gamma2^3,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_1,3,4,1,1,3,4,compact_support,12.0,True,0.03237251974042849,0.08333333333333333,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_4,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^4,1.4,0.003776793969716657,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,4,1,1,3,4,paley_wiener_scaled,12.0,True,0.03237251974042849,0.08333333333333333,0.9394130628134758,0.8948393168143698,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_4,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^4,1.4,0.003174862684626402,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,3,4,1,1,3,4,optimistic_decay,12.0,True,0.03237251974042849,0.08333333333333333,0.54744132061185,0.43556505618107433,non_diagonal_remainder,cyclic,cyclic|L1_1|k3_4,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^3_gamma2^4,1.4,0.0009005625840781498,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,1,1,1,4,1,compact_support,12.0,True,0.1322793363636873,0.25,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_1,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^1,1.4,0.04629776772729055,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,1,1,1,4,1,paley_wiener_scaled,12.0,True,0.1322793363636873,0.25,0.8948393168143698,0.9930796124903161,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_1,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^1,1.4,0.04114235767408163,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,1,1,1,4,1,optimistic_decay,12.0,True,0.1322793363636873,0.25,0.43556505618107433,0.8294898178730103,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_1,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^1,1.4,0.016727234360477395,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,2,1,1,4,2,compact_support,12.0,True,0.058653906723173596,0.125,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_2,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^2,1.4,0.01026443367655538,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,2,1,1,4,2,paley_wiener_scaled,12.0,True,0.058653906723173596,0.125,0.8948393168143698,0.9726044771163483,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_2,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^2,1.4,0.00893339042538308,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,2,1,1,4,2,optimistic_decay,12.0,True,0.058653906723173596,0.125,0.43556505618107433,0.6785631183147701,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_2,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^2,1.4,0.0030337394172994343,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,3,1,1,4,3,compact_support,12.0,True,0.03237251974042849,0.08333333333333333,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_3,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^3,1.4,0.003776793969716657,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,3,1,1,4,3,paley_wiener_scaled,12.0,True,0.03237251974042849,0.08333333333333333,0.8948393168143698,0.9394130628134758,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_3,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^3,1.4,0.003174862684626402,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,3,1,1,4,3,optimistic_decay,12.0,True,0.03237251974042849,0.08333333333333333,0.43556505618107433,0.54744132061185,non_diagonal_remainder,cyclic,cyclic|L1_1|k4_3,rank_one_cyclic,True,2,1,1,1.0,Q_gamma1^4_gamma2^3,1.4,0.0009005625840781498,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_1,4,4,1,1,4,4,compact_support,12.0,True,0.019005457459517774,0.0625,1.0,1.0,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k4_4,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^4_gamma2^4,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_1,4,4,1,1,4,4,paley_wiener_scaled,12.0,True,0.019005457459517774,0.0625,0.8948393168143698,0.8948393168143698,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k4_4,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^4_gamma2^4,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_1,4,4,1,1,4,4,optimistic_decay,12.0,True,0.019005457459517774,0.0625,0.43556505618107433,0.43556505618107433,diagonal_separated,identity/diagonal,identity/diagonal|L1_1|k4_4,rank_zero_diagonal,True,1,1,0,1.0,Q_gamma1^4_gamma2^4,0.0,0.0,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,deterministic/diagonal separated; not a new numerator saving
primitive_length_1,primitive_length_2,1,1,1,2,1,2,compact_support,12.0,True,0.8164707293160711,1.0,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_1,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^1,1.4,1.1430590210424996,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,1,1,2,1,2,paley_wiener_scaled,12.0,True,0.8164707293160711,1.0,0.9930796124903161,0.9726044771163483,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_1,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^1,1.4,1.1040506199578735,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,1,1,2,1,2,optimistic_decay,12.0,True,0.8164707293160711,1.0,0.8294898178730103,0.6785631183147701,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_1,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^1,1.4,0.6433835693128704,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,2,1,2,1,4,compact_support,12.0,True,0.2645586727273746,0.5,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_2,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^2,1.4,0.1851910709091622,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,2,1,2,1,4,paley_wiener_scaled,12.0,True,0.2645586727273746,0.5,0.9930796124903161,0.8948393168143698,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_2,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^2,1.4,0.1645694306963265,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,2,1,2,1,4,optimistic_decay,12.0,True,0.2645586727273746,0.5,0.8294898178730103,0.43556505618107433,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_2,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^2,1.4,0.06690893744190958,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,3,1,2,1,6,compact_support,12.0,True,0.0957805305636365,0.3333333333333333,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_3,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^3,1.4,0.04469758092969703,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,3,1,2,1,6,paley_wiener_scaled,12.0,True,0.0957805305636365,0.3333333333333333,0.9930796124903161,0.7788007830714049,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_3,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^3,1.4,0.03456960880371165,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,3,1,2,1,6,optimistic_decay,12.0,True,0.0957805305636365,0.3333333333333333,0.8294898178730103,0.26447726129982396,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_3,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^3,1.4,0.00980580873169472,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,4,1,2,1,8,compact_support,12.0,True,0.03516014243416102,0.25,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_4,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^4,1.4,0.012306049851956356,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,4,1,2,1,8,paley_wiener_scaled,12.0,True,0.03516014243416102,0.25,0.9930796124903161,0.6411803884299546,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_4,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^4,1.4,0.007835793213567314,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,1,4,1,2,1,8,optimistic_decay,12.0,True,0.03516014243416102,0.25,0.8294898178730103,0.1519134323416414,non_diagonal_remainder,cyclic,cyclic|L1_2|k1_4,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^1_gamma2^4,1.4,0.0015506932832531877,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
primitive_length_1,primitive_length_2,2,1,1,2,2,2,compact_support,12.0,True,0.36203083048315526,0.5,1.0,1.0,non_diagonal_remainder,cyclic,cyclic|L1_2|k2_1,rank_one_cyclic,True,3,2,1,1.0,Q_gamma1^2_gamma2^1,1.4,0.2534215813382087,partial_M4_M12,paper_indices_exact; weights_and_quotient_fields_proxy,cyclic skeleton analogous to earlier toy rows; surface law still not exact
