grouping_rule,group_key,L,variant,weight_scheme,n_power,coefficient_order,coefficient_signs_present,num_terms,num_profiles,signed_coefficient_sum,coefficient_absolute_variation,weight_l1,cancellation_ratio,notes
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,+,2,1,1.31872599999,1.31872599999,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,+,2,1,5.71447933329,5.71447933329,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,+,2,1,11.8685339999,11.8685339999,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_length_inverse,1,1,-,2,1,-4.5,4.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_length_inverse,1,2,+,2,1,4.5,4.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_length_inverse,1,3,+,2,1,19.5,19.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_length_inverse,1,4,+,2,1,40.5,40.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_unweighted,1,1,-,2,1,-72,72,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_unweighted,1,2,+,2,1,72,72,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_unweighted,1,3,+,2,1,312,312,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,rank_two_noncyclic_remainder,weight_unweighted,1,4,+,2,1,648,648,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-,2,1,-1.31872599999,1.31872599999,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,+,2,1,1.31872599999,1.31872599999,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,+,2,1,5.71447933329,5.71447933329,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,+,2,1,11.8685339999,11.8685339999,0.14652511111,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-,2,1,-4.5,4.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,+,2,1,4.5,4.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,+,2,1,19.5,19.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,+,2,1,40.5,40.5,0.5,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-,2,1,-72,72,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,+,2,1,72,72,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,+,2,1,312,312,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,4,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,+,2,1,648,648,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_exp_decay_theta_0_5,1,1,-,10,5,-5.79605511309,5.79605511309,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_exp_decay_theta_0_5,1,2,+,10,5,6.75678155955,6.75678155955,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_exp_decay_theta_0_5,1,3,+,10,5,26.7174495675,26.7174495675,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_exp_decay_theta_0_5,1,4,+,10,5,51.2037695713,51.2037695713,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_length_inverse,1,1,-,10,5,-22.6333333333,22.6333333333,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_length_inverse,1,2,+,10,5,27.9666666667,27.9666666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_length_inverse,1,3,+,10,5,106.966666667,106.966666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_length_inverse,1,4,+,10,5,198.366666667,198.366666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_unweighted,1,1,-,10,5,-392,392,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_unweighted,1,2,+,10,5,520,520,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_unweighted,1,3,+,10,5,1912,1912,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,all_conflict_free,weight_unweighted,1,4,+,10,5,3400,3400,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,-,10,5,-5.79605511309,5.79605511309,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,+,10,5,6.75678155955,6.75678155955,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,+,10,5,26.7174495675,26.7174495675,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,+,10,5,51.2037695713,51.2037695713,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_length_inverse,1,1,-,10,5,-22.6333333333,22.6333333333,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_length_inverse,1,2,+,10,5,27.9666666667,27.9666666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_length_inverse,1,3,+,10,5,106.966666667,106.966666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_length_inverse,1,4,+,10,5,198.366666667,198.366666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_unweighted,1,1,-,10,5,-392,392,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_unweighted,1,2,+,10,5,520,520,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_unweighted,1,3,+,10,5,1912,1912,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,rank_two_noncyclic_remainder,weight_unweighted,1,4,+,10,5,3400,3400,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-,10,5,-5.79605511309,5.79605511309,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,+,10,5,6.75678155955,6.75678155955,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,+,10,5,26.7174495675,26.7174495675,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,+,10,5,51.2037695713,51.2037695713,0.617319277941,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-,10,5,-22.6333333333,22.6333333333,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,+,10,5,27.9666666667,27.9666666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,+,10,5,106.966666667,106.966666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,+,10,5,198.366666667,198.366666667,2.36666666667,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-,10,5,-392,392,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,+,10,5,520,520,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,+,10,5,1912,1912,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-+++,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,+,10,5,3400,3400,40,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_exp_decay_theta_0_5,1,1,-,2,1,-0.862457215883,0.862457215883,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_exp_decay_theta_0_5,1,2,+,2,1,3.01860025559,3.01860025559,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_exp_decay_theta_0_5,1,3,+,2,1,5.60597190324,5.60597190324,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_exp_decay_theta_0_5,1,4,-,2,1,-3.44982886353,3.44982886353,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_length_inverse,1,1,-,2,1,-5.12,5.12,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_length_inverse,1,2,+,2,1,17.92,17.92,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_length_inverse,1,3,+,2,1,33.28,33.28,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_length_inverse,1,4,-,2,1,-20.48,20.48,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_unweighted,1,1,-,2,1,-128,128,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_unweighted,1,2,+,2,1,448,448,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_unweighted,1,3,+,2,1,832,832,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,all_conflict_free,weight_unweighted,1,4,-,2,1,-512,512,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,-,2,1,-0.862457215883,0.862457215883,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,+,2,1,3.01860025559,3.01860025559,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,+,2,1,5.60597190324,5.60597190324,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,-,2,1,-3.44982886353,3.44982886353,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_length_inverse,1,1,-,2,1,-5.12,5.12,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_length_inverse,1,2,+,2,1,17.92,17.92,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_length_inverse,1,3,+,2,1,33.28,33.28,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_length_inverse,1,4,-,2,1,-20.48,20.48,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_unweighted,1,1,-,2,1,-128,128,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_unweighted,1,2,+,2,1,448,448,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_unweighted,1,3,+,2,1,832,832,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,rank_two_noncyclic_remainder,weight_unweighted,1,4,-,2,1,-512,512,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-,2,1,-0.862457215883,0.862457215883,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,+,2,1,3.01860025559,3.01860025559,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,+,2,1,5.60597190324,5.60597190324,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,-,2,1,-3.44982886353,3.44982886353,0.0539035759927,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-,2,1,-5.12,5.12,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,+,2,1,17.92,17.92,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,+,2,1,33.28,33.28,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,-,2,1,-20.48,20.48,0.32,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-,2,1,-128,128,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,+,2,1,448,448,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,+,2,1,832,832,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,-++-,5,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,-,2,1,-512,512,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_exp_decay_theta_0_5,1,1,-,2,1,-1.59318618777,1.59318618777,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_exp_decay_theta_0_5,1,2,-,2,1,-0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_exp_decay_theta_0_5,1,3,+,2,1,0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_exp_decay_theta_0_5,1,4,+,2,1,3.98296546943,3.98296546943,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_length_inverse,1,1,-,2,1,-3.55555555556,3.55555555556,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_length_inverse,1,2,-,2,1,-1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_length_inverse,1,3,+,2,1,1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_length_inverse,1,4,+,2,1,8.88888888889,8.88888888889,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_unweighted,1,1,-,2,1,-32,32,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_unweighted,1,2,-,2,1,-16,16,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_unweighted,1,3,+,2,1,16,16,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,all_conflict_free,weight_unweighted,1,4,+,2,1,80,80,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,1,-,2,1,-1.59318618777,1.59318618777,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,2,-,2,1,-0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,3,+,2,1,0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_exp_decay_theta_0_5,1,4,+,2,1,3.98296546943,3.98296546943,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_length_inverse,1,1,-,2,1,-3.55555555556,3.55555555556,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_length_inverse,1,2,-,2,1,-1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_length_inverse,1,3,+,2,1,1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_length_inverse,1,4,+,2,1,8.88888888889,8.88888888889,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_unweighted,1,1,-,2,1,-32,32,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_unweighted,1,2,-,2,1,-16,16,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_unweighted,1,3,+,2,1,16,16,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,rank_two_noncyclic_remainder,weight_unweighted,1,4,+,2,1,80,80,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,1,-,2,1,-1.59318618777,1.59318618777,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,2,-,2,1,-0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,3,+,2,1,0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_exp_decay_theta_0_5,1,4,+,2,1,3.98296546943,3.98296546943,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,1,-,2,1,-3.55555555556,3.55555555556,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,2,-,2,1,-1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,3,+,2,1,1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_length_inverse,1,4,+,2,1,8.88888888889,8.88888888889,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_unweighted,1,1,-,2,1,-32,32,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_unweighted,1,2,-,2,1,-16,16,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_unweighted,1,3,+,2,1,16,16,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,3,signed_diagonal_subtracted_proxy,weight_unweighted,1,4,+,2,1,80,80,8,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_exp_decay_theta_0_5,1,1,-,2,1,-1.59318618777,1.59318618777,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_exp_decay_theta_0_5,1,2,-,2,1,-0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_exp_decay_theta_0_5,1,3,+,2,1,0.796593093886,0.796593093886,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_exp_decay_theta_0_5,1,4,+,2,1,3.98296546943,3.98296546943,0.398296546943,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_length_inverse,1,1,-,2,1,-3.55555555556,3.55555555556,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_length_inverse,1,2,-,2,1,-1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_length_inverse,1,3,+,2,1,1.77777777778,1.77777777778,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_length_inverse,1,4,+,2,1,8.88888888889,8.88888888889,0.888888888889,1,group rows refine ungrouped fixed-stratum signed sums
coefficient_sign_vector,--++,4,all_conflict_free,weight_unweighted,1,1,-,2,1,-32,32,8,1,group rows refine ungrouped fixed-stratum signed sums
