n,alpha_label,lambda_model,alpha_kind,alpha,lambda_power,energy_label,lambda_growth_exponent,lambda,p,n_decay_exponent_fixed_lambda,lp_bound_unit_constant,classification
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,16,0.0175,5.46642933881187,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,32,0.01875,6.171587102956795,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,infinity,0.02,6.967708719648645,direct_theorem2_corollary
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,2,0.0,1.0,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,3,0.006666666666666668,1.135010815672315,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,4,0.01,1.2092051829432084,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,6,0.013333333333333336,1.288249551693134,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,8,0.015,1.3296887672437936,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,12,0.016666666666666666,1.372460961007562,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,16,0.0175,1.394360270731839,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,32,0.01875,1.427866156484348,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.4125375446227544,infinity,0.02,1.4621771744567182,direct_theorem2_corollary
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,2,0.0,1.0,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,3,0.006666666666666668,1.9054607179632472,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,4,0.01,2.6302679918953817,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,6,0.013333333333333336,3.630780547701014,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,8,0.015,4.265795188015926,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,12,0.016666666666666666,5.011872336272723,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,16,0.0175,5.4325033149243325,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,32,0.01875,6.130557921498207,standard_interpolation
1000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,3.9810717055349727,infinity,0.02,6.918309709189365,direct_theorem2_corollary
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,3,0.0020000000000000005,0.9862794856312105,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,4,0.003,0.9794899854086989,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,6,0.004000000000000001,0.9727472237769651,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,8,0.0045000000000000005,0.9693932693002556,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,12,0.005,0.9660508789898133,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,16,0.00525,0.9643840079314672,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,32,0.005625,0.9618890924806853,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,infinity,0.006,0.9594006315159331,direct_theorem2_corollary
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,3,0.0020000000000000005,1.9725589712624212,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,4,0.003,2.770416043147214,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,6,0.004000000000000001,3.890988895107861,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,8,0.0045000000000000005,4.611237492350451,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,12,0.005,5.464809020039375,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,16,0.00525,5.949133827528825,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,32,0.005625,6.757279186834864,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,infinity,0.006,7.675205052127465,direct_theorem2_corollary
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,2,0.0,1.0,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,3,0.0020000000000000005,1.1721953655481305,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,4,0.003,1.2691121444451907,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,6,0.004000000000000001,1.3740419750125152,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,8,0.0045000000000000005,1.429716732783939,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,12,0.005,1.4876473740795022,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,16,0.00525,1.5174870724984082,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,32,0.005625,1.563372613857302,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,mild_growth,0.05,1.4125375446227544,infinity,0.006,1.6106456351782705,direct_theorem2_corollary
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,2,0.0,1.0,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,3,0.0020000000000000005,1.967886289706845,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,4,0.003,2.760577856220346,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,6,0.004000000000000001,3.8725764492161727,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,8,0.0045000000000000005,4.586696457982014,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,12,0.005,5.4325033149243325,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,16,0.00525,5.912212019190447,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,32,0.005625,6.712356279761227,standard_interpolation
1000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,high_growth,0.2,3.9810717055349727,infinity,0.006,7.620790100254121,direct_theorem2_corollary
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,3,0.004000000000000001,0.9727472237769651,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,4,0.006,0.9594006315159331,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,6,0.008000000000000002,0.9462371613657931,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,8,0.009000000000000001,0.9397233105646379,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,12,0.01,0.933254300796991,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,16,0.0105,0.9300365147539602,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,32,0.01125,0.9252306262333163,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,fixed_low_energy,0.0,1.0,infinity,0.012,0.9204495717531713,direct_theorem2_corollary
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,3,0.004000000000000001,1.1173931357805325,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,4,0.006,1.1811607276504257,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,6,0.008000000000000002,1.2485674198894516,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,8,0.009000000000000001,1.2836998724418083,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,12,0.01,1.3198208893301246,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,16,0.0105,1.3382607717157018,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,32,0.01125,1.3664047798453378,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,bulk_fixed,0.0,4.0,infinity,0.012,1.395140664543683,direct_theorem2_corollary
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,2,0.0,1.0,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,3,0.004000000000000001,1.0069316688518042,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,4,0.006,1.0104155005282134,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,6,0.008000000000000002,1.0139113857366795,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,8,0.009000000000000001,1.0156638614421167,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,12,0.01,1.0174193661806048,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,16,0.0105,1.0182982560729754,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,32,0.01125,1.019618014658222,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,mild_growth,0.05,1.4125375446227544,infinity,0.012,1.02093948370768,direct_theorem2_corollary
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,2,0.0,1.0,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,3,0.004000000000000001,1.1168632477805611,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,4,0.006,1.1803206356517297,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,6,0.008000000000000002,1.247383514242943,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,8,0.009000000000000001,1.2823305826560216,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,12,0.01,1.3182567385564072,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,16,0.0105,1.3365955165464423,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,32,0.01125,1.3645831365889245,standard_interpolation
1000,remark_interpolation_representative,remark_lambda_1_over_4_plus_eps,proved_shape_distinct_alpha,0.012,0.3,high_growth,0.2,3.9810717055349727,infinity,0.012,1.3931568029453032,direct_theorem2_corollary
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,3,0.006666666666666668,0.9404448517263517,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,4,0.01,0.9120108393559098,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,6,0.013333333333333336,0.8844365191385997,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,8,0.015,0.8709635899560806,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,12,0.016666666666666666,0.8576958985908941,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,16,0.0175,0.8511380382023764,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,32,0.01875,0.841395141645195,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,fixed_low_energy,0.0,1.0,infinity,0.02,0.831763771102671,direct_theorem2_corollary
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,3,0.006666666666666668,1.8808897034527035,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,4,0.01,2.579556196096795,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,6,0.013333333333333336,3.537746076554399,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,8,0.015,4.143024392336335,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,12,0.016666666666666666,4.851860688716085,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,16,0.0175,5.25053718572873,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,32,0.01875,5.910808140967888,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,bulk_fixed,0.0,4.0,infinity,0.02,6.654110168821368,direct_theorem2_corollary
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,2,0.0,1.0,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,3,0.006666666666666668,1.183949922229302,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,4,0.01,1.288249551693134,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,6,0.013333333333333336,1.40173741834677,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,8,0.015,1.4621771744567182,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,12,0.016666666666666666,1.525222956539019,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,16,0.0175,1.5577580348316022,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,32,0.01875,1.6078665490525608,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,mild_growth,0.05,1.5848931924611136,infinity,0.02,1.6595869074375607,direct_theorem2_corollary
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,2,0.0,1.0,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,3,0.006666666666666668,2.362290662634462,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,4,0.01,3.630780547701014,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,6,0.013333333333333336,5.580417174769966,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,8,0.015,6.918309709189366,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,12,0.016666666666666666,8.576958985908943,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,16,0.0175,9.549925860214362,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,32,0.01875,11.220184543019636,standard_interpolation
10000,direct_theorem2_representative,direct_lambda_3_over_2,proved_shape_representative,0.02,1.5,high_growth,0.2,6.309573444801933,infinity,0.02,13.182567385564074,direct_theorem2_corollary
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,2,0.0,1.0,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,3,0.0020000000000000005,0.9817479430199844,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,4,0.003,0.9727472237769651,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,6,0.004000000000000001,0.9638290236239706,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,8,0.0045000000000000005,0.9594006315159331,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,12,0.005,0.954992586021436,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,16,0.00525,0.952796164023652,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,32,0.005625,0.9495109992021983,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,fixed_low_energy,0.0,1.0,infinity,0.006,0.9462371613657931,direct_theorem2_corollary
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,2,0.0,1.0,standard_interpolation
10000,direct_small_alpha_stress,direct_lambda_3_over_2,proved_shape_representative,0.006,1.5,bulk_fixed,0.0,4.0,3,0.0020000000000000005,1.963495886039969,standard_interpolation
