node_id	node_type	label	source_id	source_record_id	taxon_rank	pending_crosswalk	clone_id
fruit_type:ac8b5968394998bb	fruit_type	fruit_type:mericarp	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:090219fc8def7b4a	fruit_type	fruit_type:multiple_fruit	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:de38f5738c69e7c2	fruit_type	fruit_type:nut	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:7152d3b213c4c624	fruit_type	fruit_type:nutlet	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:4b205195839fc815	fruit_type	fruit_type:pome	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:5c0c78b897370898	fruit_type	fruit_type:pyrene	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:7aeb6d52360ad1c7	fruit_type	fruit_type:samara	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:a2f374269bf94691	fruit_type	fruit_type:schizocarp	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:e5fe1eae913bb778	fruit_type	fruit_type:silique	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:09e85e1889171686	fruit_type	fruit_type:strobilus	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:7c107d7f6bbb6862	fruit_type	fruit_type:syconium	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:b81af86ebf31f3ec	fruit_type	fruit_type:syncarp	austraits_6_0_0	fruit_type		false	clone-3
fruit_type:dddce59b54c8e133	fruit_type	fruit_type:utricle	austraits_6_0_0	fruit_type		false	clone-3
life_form:f65ebdf240b67f41	life_form	plant_growth_form:basal_large	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:11cc3c5e3c0048d2	life_form	plant_growth_form:climber	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:475592b344c936b6	life_form	plant_growth_form:climber_herbaceous	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:d8fe1192b5f31bf2	life_form	plant_growth_form:climber_woody	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:4d4615b391d89831	life_form	plant_growth_form:fern	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:93a9237900b23357	life_form	plant_growth_form:geophyte	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:5e187b2f48392065	life_form	plant_growth_form:graminoid	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:2a4ff95cd4dacd4a	life_form	plant_growth_form:graminoid_not_tussock	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:6c829b824443dff8	life_form	plant_growth_form:herb	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:589809eafb044938	life_form	plant_growth_form:hummock	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:51749ea9da05ce68	life_form	plant_growth_form:lycophyte	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:46ec7cf1ab5d5b8d	life_form	plant_growth_form:mallee	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:3182646415d10bb4	life_form	plant_growth_form:palmoid	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:99b04f8b35f2f9ab	life_form	plant_growth_form:shrub	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:7039bfff256bb152	life_form	plant_growth_form:subshrub	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:c4e6c78dba4ddf1a	life_form	plant_growth_form:tree	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:a3f488ffd50ce653	life_form	plant_growth_form:tussock	austraits_6_0_0	plant_growth_form		false	clone-3
life_form:d7410520a2bab1bd	life_form	plant_succulence:not_succulent	austraits_6_0_0	plant_succulence		false	clone-3
life_form:f4825e78a6737d02	life_form	plant_succulence:succulent	austraits_6_0_0	plant_succulence		false	clone-3
life_form:80845ded67decad2	life_form	plant_succulence:succulent_leaves	austraits_6_0_0	plant_succulence		false	clone-3
life_form:4d3d198b0976a929	life_form	plant_succulence:succulent_stems	austraits_6_0_0	plant_succulence		false	clone-3
life_form:a666061f5a0e9da1	life_form	woodiness:herbaceous	austraits_6_0_0	woodiness		false	clone-3
life_form:2aafc027784ed48d	life_form	woodiness:woody	austraits_6_0_0	woodiness		false	clone-3
trait:bb08ab412e461bbf	trait	dispersal_appendage:aril	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:4a822e04369cca74	trait	dispersal_appendage:bracts_and_glumes	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:806b26f5c3bc379a	trait	dispersal_appendage:bristles	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:d928c4adb7691eb3	trait	dispersal_appendage:elaiosome	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:e554615b70f8ab6b	trait	dispersal_appendage:fleshy_reward	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:0e8dfd2d201f0d60	trait	dispersal_appendage:floating_seed	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:fa113c7cbd1191d2	trait	dispersal_appendage:floral_parts	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:f6cc1bfe431a9dee	trait	dispersal_appendage:flotation_scales	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:8bfb09e4924874b7	trait	dispersal_appendage:hairs	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:3d401cf9867dba1a	trait	dispersal_appendage:hooks	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:f7126b88c642a089	trait	dispersal_appendage:inflated_parts	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:0c5a301fa24dbfd8	trait	dispersal_appendage:none	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:82a5f92a6dfaf96f	trait	dispersal_appendage:pappus	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:84dbdd4c85f1468d	trait	dispersal_appendage:plumose	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:576517a9cc6331be	trait	dispersal_appendage:receptacle	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:67fe9769b8acf93f	trait	dispersal_appendage:sarcotesta	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:1d18bdca4ab0240c	trait	dispersal_appendage:spines	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:e057f8a13167f472	trait	dispersal_appendage:tumbleweed	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:e559eb2f390adb88	trait	dispersal_appendage:wing_or_plume	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:c15ccd8d0cbadde7	trait	dispersal_appendage:wings	austraits_6_0_0	dispersal_appendage		false	clone-3
trait:d414b6be0132041e	trait	dispersal_syndrome:anemochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:cd5b4d4426920f5d	trait	dispersal_syndrome:anthrochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:2f7de1d3e08b8321	trait	dispersal_syndrome:atelochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:1a0e5448660e2adc	trait	dispersal_syndrome:autochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:5b1e02fe31c76ee1	trait	dispersal_syndrome:ballistic	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:5e618b8b4a32cc55	trait	dispersal_syndrome:barochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:15bea86d50ed8bf1	trait	dispersal_syndrome:endozoochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:139e67a578fc2c38	trait	dispersal_syndrome:epizoochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:3bdc6caa5385cdfc	trait	dispersal_syndrome:hydrochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:e1fb0bc603cabb73	trait	dispersal_syndrome:myrmecochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:bb6e44e0cc94abb1	trait	dispersal_syndrome:zoochory	austraits_6_0_0	dispersal_syndrome		false	clone-3
trait:2463d856543ed3b1	trait	dispersers:abiotic	austraits_6_0_0	dispersers		false	clone-3
trait:9b28642bc6d0e85a	trait	dispersers:animals	austraits_6_0_0	dispersers		false	clone-3
trait:1764f8d23053a317	trait	dispersers:ants	austraits_6_0_0	dispersers		false	clone-3
trait:0256174adef321b1	trait	dispersers:bats	austraits_6_0_0	dispersers		false	clone-3
trait:708c05f6424d2a14	trait	dispersers:birds	austraits_6_0_0	dispersers		false	clone-3
trait:fe6ed9aab863b86b	trait	dispersers:cassowaries	austraits_6_0_0	dispersers		false	clone-3
trait:d51ce2e1ee05f6ca	trait	dispersers:fish	austraits_6_0_0	dispersers		false	clone-3
trait:4db43f9816958f38	trait	dispersers:floods	austraits_6_0_0	dispersers		false	clone-3
trait:701b74716546bf28	trait	dispersers:flying_vertebrates	austraits_6_0_0	dispersers		false	clone-3
trait:fd0a9b0c29b5cdb7	trait	dispersers:garden_refuse	austraits_6_0_0	dispersers		false	clone-3
trait:915d0360570c8743	trait	dispersers:indigenous_people	austraits_6_0_0	dispersers		false	clone-3
trait:b24260fdc1ed6349	trait	dispersers:insects	austraits_6_0_0	dispersers		false	clone-3
trait:f78aa594db09cb86	trait	dispersers:invertebrates	austraits_6_0_0	dispersers		false	clone-3
trait:d8edfb922a4246a4	trait	dispersers:mammals	austraits_6_0_0	dispersers		false	clone-3
trait:40d04241050d70dc	trait	dispersers:mammals_domestic	austraits_6_0_0	dispersers		false	clone-3
trait:dc1460c79550b98f	trait	dispersers:non-flying_vertebrates	austraits_6_0_0	dispersers		false	clone-3
trait:e52ff01ff9e79ddb	trait	dispersers:passive	austraits_6_0_0	dispersers		false	clone-3
trait:6c6b712f42d4ee07	trait	dispersers:rodents	austraits_6_0_0	dispersers		false	clone-3
trait:69c8d34de5c0fa6c	trait	dispersers:vehicles	austraits_6_0_0	dispersers		false	clone-3
trait:57d18f73db11d078	trait	dispersers:vertebrates	austraits_6_0_0	dispersers		false	clone-3
trait:6de614b5bbd050ac	trait	dispersers:water	austraits_6_0_0	dispersers		false	clone-3
trait:1aa573f13822bebc	trait	dispersers:wind	austraits_6_0_0	dispersers		false	clone-3
trait:8ae48fc8309dda5d	trait	life_history:annual	austraits_6_0_0	life_history		false	clone-3
trait:ff99daa681dea028	trait	life_history:biennial	austraits_6_0_0	life_history		false	clone-3
trait:e4d11b42a1c6fa73	trait	life_history:ephemeral	austraits_6_0_0	life_history		false	clone-3
trait:1a4377d0d5a35905	trait	life_history:perennial	austraits_6_0_0	life_history		false	clone-3
trait:1dbef0d7aa76388d	trait	life_history:short_lived_perennial	austraits_6_0_0	life_history		false	clone-3
trait:4c2cde901691399e	trait	photosynthetic_pathway:c3	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:0a87e35bbcf05e82	trait	photosynthetic_pathway:c3-c4	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:db4e6d3ac67e21f5	trait	photosynthetic_pathway:c3-cam	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:c0fa655c8706ed60	trait	photosynthetic_pathway:c4	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:f314933332912be9	trait	photosynthetic_pathway:c4-cam	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:04fdf3aa55b2f864	trait	photosynthetic_pathway:cam	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:51f4c8ba55d1037a	trait	photosynthetic_pathway:facultative_cam	austraits_6_0_0	photosynthetic_pathway		false	clone-3
trait:7c799ad97a081e06	trait	seed_shape:comma-shaped	austraits_6_0_0	seed_shape		false	clone-3
trait:c252ac94381eb5e1	trait	seed_shape:conical	austraits_6_0_0	seed_shape		false	clone-3
trait:3b54434fe82ab105	trait	seed_shape:cuneate	austraits_6_0_0	seed_shape		false	clone-3
trait:9e96e4ddb3445079	trait	seed_shape:cylindrical	austraits_6_0_0	seed_shape		false	clone-3
trait:a2016ab8102f5e54	trait	seed_shape:discoid	austraits_6_0_0	seed_shape		false	clone-3
trait:e83c9e5eea5cb167	trait	seed_shape:ellipsoid	austraits_6_0_0	seed_shape		false	clone-3
trait:9a06fa5e62bfed67	trait	seed_shape:ellipsoid_flattened	austraits_6_0_0	seed_shape		false	clone-3
trait:67a61a1691848855	trait	seed_shape:fusiform	austraits_6_0_0	seed_shape		false	clone-3
trait:d0acddc5910f2707	trait	seed_shape:globoid	austraits_6_0_0	seed_shape		false	clone-3
trait:4fe5470b2a6f6a4f	trait	seed_shape:globoid_flattened	austraits_6_0_0	seed_shape		false	clone-3
trait:06045650b009457b	trait	seed_shape:hemispheric	austraits_6_0_0	seed_shape		false	clone-3
trait:d4fd2e6c643dd656	trait	seed_shape:hemispheric_flattened	austraits_6_0_0	seed_shape		false	clone-3
trait:847f0edfd6a991d0	trait	seed_shape:lenticular	austraits_6_0_0	seed_shape		false	clone-3
trait:fa5977539f3b2a25	trait	seed_shape:orbicular	austraits_6_0_0	seed_shape		false	clone-3
trait:5a6174f45b9525c8	trait	seed_shape:ovoid	austraits_6_0_0	seed_shape		false	clone-3
trait:b541f3988d7fcc48	trait	seed_shape:ovoid_elongated	austraits_6_0_0	seed_shape		false	clone-3
trait:a2eec44fab597800	trait	seed_shape:ovoid_flattened	austraits_6_0_0	seed_shape		false	clone-3
trait:7837e3426dd178b9	trait	seed_shape:polyhedral	austraits_6_0_0	seed_shape		false	clone-3
trait:6bc3e79769f60437	trait	seed_shape:polyhedral_elongated	austraits_6_0_0	seed_shape		false	clone-3
trait:291f1e4da5d0b38f	trait	seed_shape:polyhedral_inflated	austraits_6_0_0	seed_shape		false	clone-3
trait:ae9e8ba5e5a5dcff	trait	seed_shape:reniform	austraits_6_0_0	seed_shape		false	clone-3
trait:c308228669070af7	trait	seed_shape:sectoroid	austraits_6_0_0	seed_shape		false	clone-3
trait:f2c6784056884a83	trait	seed_shape:sinusoidal	austraits_6_0_0	seed_shape		false	clone-3
trait:d02ef47739604785	trait	seed_shape:winged	austraits_6_0_0	seed_shape		false	clone-3
unresolved_taxon_name:a958e5fa15a91900	unresolved_taxon_name	(Dockrillia pugioniformis x Dockrillia striolata) x Dockrillia pugioniformis	austraits_6_0_0	00001	species	true	clone-3
unresolved_taxon_name:08a0cef4ad80a19b	unresolved_taxon_name	Abelia x grandiflora	austraits_6_0_0	00002	species	true	clone-3
unresolved_taxon_name:f73a1acec274395a	unresolved_taxon_name	Abelmoschus ficulneus	austraits_6_0_0	00003	species	true	clone-3
unresolved_taxon_name:f819b06702861d54	unresolved_taxon_name	Abelmoschus manihot	austraits_6_0_0	00006	species	true	clone-3
unresolved_taxon_name:05461e8123ce4cb3	unresolved_taxon_name	Abelmoschus manihot subsp. manihot	austraits_6_0_0	00004	subspecies	true	clone-3
unresolved_taxon_name:5db7717a014c9aa8	unresolved_taxon_name	Abelmoschus manihot subsp. tetraphyllus	austraits_6_0_0	00005	subspecies	true	clone-3
unresolved_taxon_name:8e234c76b85b07c8	unresolved_taxon_name	Abelmoschus moschatus	austraits_6_0_0	00010	species	true	clone-3
unresolved_taxon_name:664f259277122768	unresolved_taxon_name	Abelmoschus moschatus subsp. biakensis	austraits_6_0_0	00007	subspecies	true	clone-3
unresolved_taxon_name:b78f613f7503a78b	unresolved_taxon_name	Abelmoschus moschatus subsp. moschatus	austraits_6_0_0	00008	subspecies	true	clone-3
unresolved_taxon_name:57c3a90539506c90	unresolved_taxon_name	Abelmoschus moschatus subsp. tuberosus	austraits_6_0_0	00009	subspecies	true	clone-3
unresolved_taxon_name:5c1c553c9c39f703	unresolved_taxon_name	Abildgaardia ovata	austraits_6_0_0	00011	species	true	clone-3
unresolved_taxon_name:28506625f1a32969	unresolved_taxon_name	Abildgaardia vaginata	austraits_6_0_0	00012	species	true	clone-3
unresolved_taxon_name:521c5e78b39fc625	unresolved_taxon_name	Abrodictyum brassii	austraits_6_0_0	00013	species	true	clone-3
unresolved_taxon_name:9a78eefef76dc917	unresolved_taxon_name	Abrodictyum caudatum	austraits_6_0_0	4818	species	true	clone-3
unresolved_taxon_name:08e7f2671ba48162	unresolved_taxon_name	Abrodictyum obscurum	austraits_6_0_0	00015	species	true	clone-3
unresolved_taxon_name:771776c7daf8948b	unresolved_taxon_name	Abroma fastuosa	austraits_6_0_0	00001	species	true	clone-3
unresolved_taxon_name:909ce7cb142d0c4e	unresolved_taxon_name	Abroma molle	austraits_6_0_0	00016	species	true	clone-3
unresolved_taxon_name:1a29742278fc5648	unresolved_taxon_name	Abrophyllum ornans	austraits_6_0_0	0002	species	true	clone-3
unresolved_taxon_name:cea0fc732fcc6697	unresolved_taxon_name	Abrophyllum ornans var. microcarpum	austraits_6_0_0	00017	variety	true	clone-3
unresolved_taxon_name:c8056c00149144fc	unresolved_taxon_name	Abrophyllum ornans var. ornans	austraits_6_0_0	00018	variety	true	clone-3
unresolved_taxon_name:7c95c351253c04e8	unresolved_taxon_name	Abrotanella forsteroides	austraits_6_0_0	00020	species	true	clone-3
unresolved_taxon_name:2548e5bc1d684a12	unresolved_taxon_name	Abrotanella nivigena	austraits_6_0_0	0004	species	true	clone-3
unresolved_taxon_name:87f24c89297e8a4c	unresolved_taxon_name	Abrotanella scapigera	austraits_6_0_0	00022	species	true	clone-3
unresolved_taxon_name:10aa123bbf4acb3d	unresolved_taxon_name	Abrotanella sp. [White_2020]	austraits_6_0_0	0005	genus	true	clone-3
unresolved_taxon_name:cc058c3f7e22398a	unresolved_taxon_name	Abrus precatorius	austraits_6_0_0	0005	species	true	clone-3
unresolved_taxon_name:58b76dfcdd98d799	unresolved_taxon_name	Abrus precatorius subsp. africanus	austraits_6_0_0	00023	subspecies	true	clone-3
unresolved_taxon_name:841bbc8a7d9eb819	unresolved_taxon_name	Abrus precatorius subsp. precatorius	austraits_6_0_0	00024	subspecies	true	clone-3
unresolved_taxon_name:8d69f7113a81efff	unresolved_taxon_name	Abutilon amplum	austraits_6_0_0	00026	species	true	clone-3
unresolved_taxon_name:8e9263234cc49edf	unresolved_taxon_name	Abutilon auritum	austraits_6_0_0	00027	species	true	clone-3
unresolved_taxon_name:6bed6d396e0f7ab1	unresolved_taxon_name	Abutilon calliphyllum	austraits_6_0_0	0006	species	true	clone-3
unresolved_taxon_name:e7bf7a2d7c79e856	unresolved_taxon_name	Abutilon cryptopetalum	austraits_6_0_0	00029	species	true	clone-3
unresolved_taxon_name:f4cb4ea4510f6717	unresolved_taxon_name	Abutilon cunninghamii	austraits_6_0_0	00030	species	true	clone-3
unresolved_taxon_name:b3e38e05640c9bfb	unresolved_taxon_name	Abutilon fraseri	austraits_6_0_0	0009	species	true	clone-3
unresolved_taxon_name:371e102a0c0b4b24	unresolved_taxon_name	Abutilon fraseri subsp. diplotrichum	austraits_6_0_0	0007	subspecies	true	clone-3
unresolved_taxon_name:cfacafc2a4669443	unresolved_taxon_name	Abutilon fraseri subsp. fraseri	austraits_6_0_0	0008	subspecies	true	clone-3
unresolved_taxon_name:da4b6001b99b1347	unresolved_taxon_name	Abutilon fugax	austraits_6_0_0	00013	species	true	clone-3
unresolved_taxon_name:7614f9323590715b	unresolved_taxon_name	Abutilon geranioides	austraits_6_0_0	00034	species	true	clone-3
unresolved_taxon_name:f220bb2f16a5c082	unresolved_taxon_name	Abutilon grandifolium	austraits_6_0_0	00035	species	true	clone-3
unresolved_taxon_name:2e7e4472db191f46	unresolved_taxon_name	Abutilon guineense	austraits_6_0_0	00036	species	true	clone-3
unresolved_taxon_name:9df0d90b6f1b6cb2	unresolved_taxon_name	Abutilon halophilum	austraits_6_0_0	0010	species	true	clone-3
unresolved_taxon_name:fca82afb61bd1100	unresolved_taxon_name	Abutilon hannii	austraits_6_0_0	00039	species	true	clone-3
unresolved_taxon_name:4af9175ed1cc1df5	unresolved_taxon_name	Abutilon hannii subsp. prostrate (P.K.Latz 427)	austraits_6_0_0	00038	subspecies	true	clone-3
unresolved_taxon_name:9cb6b684f53d66a6	unresolved_taxon_name	Abutilon indicum	austraits_6_0_0	00042	species	true	clone-3
unresolved_taxon_name:91872ab9ba81032a	unresolved_taxon_name	Abutilon indicum subsp. albescens	austraits_6_0_0	00040	subspecies	true	clone-3
unresolved_taxon_name:1b6420791aaa1bf5	unresolved_taxon_name	Abutilon indicum var. australiense	austraits_6_0_0	00041	variety	true	clone-3
unresolved_taxon_name:322cb241c7fd79c7	unresolved_taxon_name	Abutilon julianae	austraits_6_0_0	00043	species	true	clone-3
unresolved_taxon_name:c0e9d10d9795e4c0	unresolved_taxon_name	Abutilon lepidum	austraits_6_0_0	00044	species	true	clone-3
unresolved_taxon_name:0d773dae66022398	unresolved_taxon_name	Abutilon leucopetalum	austraits_6_0_0	0011	species	true	clone-3
unresolved_taxon_name:86d414432c51bb51	unresolved_taxon_name	Abutilon listeri	austraits_6_0_0	00046	species	true	clone-3
unresolved_taxon_name:49e56a81f98614ac	unresolved_taxon_name	Abutilon macrum	austraits_6_0_0	00047	species	true	clone-3
unresolved_taxon_name:49a6d122d17f1b49	unresolved_taxon_name	Abutilon malvifolium	austraits_6_0_0	0013	species	true	clone-3
unresolved_taxon_name:e74a45e4f3f427e0	unresolved_taxon_name	Abutilon micropetalum	austraits_6_0_0	00049	species	true	clone-3
unresolved_taxon_name:10058b35d3e2353f	unresolved_taxon_name	Abutilon nobile	austraits_6_0_0	00027	species	true	clone-3
unresolved_taxon_name:330d2c43896c6057	unresolved_taxon_name	Abutilon otocarpum	austraits_6_0_0	0014	species	true	clone-3
unresolved_taxon_name:490c1c80e6ffff32	unresolved_taxon_name	Abutilon oxycarpum	austraits_6_0_0	0019	species	true	clone-3
unresolved_taxon_name:6ab104af8ade1244	unresolved_taxon_name	Abutilon oxycarpum subsp. Prostrate (A.A.Mitchell PRP 1266)	austraits_6_0_0	00051	subspecies	true	clone-3
unresolved_taxon_name:f133de84e17e142c	unresolved_taxon_name	Abutilon oxycarpum var. incanum	austraits_6_0_0	0016	variety	true	clone-3
unresolved_taxon_name:5e3b84907990b28d	unresolved_taxon_name	Abutilon oxycarpum var. oxycarpum	austraits_6_0_0	0017	variety	true	clone-3
unresolved_taxon_name:2454f558de7c6d6f	unresolved_taxon_name	Abutilon oxycarpum var. subsagittatum	austraits_6_0_0	0018	variety	true	clone-3
unresolved_taxon_name:ae8e5360efa7e046	unresolved_taxon_name	Abutilon persicum	austraits_6_0_0	00056	species	true	clone-3
unresolved_taxon_name:d7c9db3880cf4b96	unresolved_taxon_name	Abutilon pictum	austraits_6_0_0	00057	species	true	clone-3
unresolved_taxon_name:271d864536d5c1d3	unresolved_taxon_name	Abutilon sp. (Mataranka)	austraits_6_0_0	0016	species	true	clone-3
unresolved_taxon_name:d821b299b0fdc65d	unresolved_taxon_name	Abutilon sp. Cape Range (A.S.George 1312)	austraits_6_0_0	00058	species	true	clone-3
unresolved_taxon_name:9d0b2f228969cf62	unresolved_taxon_name	Abutilon sp. Cook District (A.MacDonald 10)	austraits_6_0_0	00033	species	true	clone-3
unresolved_taxon_name:5454dd864df96206	unresolved_taxon_name	Abutilon sp. Dioicum (A.A.Mitchell PRP 1618)	austraits_6_0_0	00059	species	true	clone-3
unresolved_taxon_name:0d6e8f1507b6aa3e	unresolved_taxon_name	Abutilon sp. Hamelin (A.M.Ashby 2196)	austraits_6_0_0	00060	species	true	clone-3
unresolved_taxon_name:8a6589507839e468	unresolved_taxon_name	Abutilon sp. Mataranka (R.M.Barker 877)	austraits_6_0_0	00061	species	true	clone-3
unresolved_taxon_name:4c1bda9deebbe60a	unresolved_taxon_name	Abutilon sp. Onslow (F.Smith s.n. 10/09/1961)	austraits_6_0_0	00062	species	true	clone-3
unresolved_taxon_name:f887368963d17e5c	unresolved_taxon_name	Abutilon sp. Pilbara (W.R.Barker 2025)	austraits_6_0_0	00063	species	true	clone-3
unresolved_taxon_name:ccac64a7d57f0106	unresolved_taxon_name	Abutilon sp. Pritzelianum (S.van Leeuwen 5095)	austraits_6_0_0	00064	species	true	clone-3
unresolved_taxon_name:05c3428304621c12	unresolved_taxon_name	Abutilon sp. Quobba (H.Demarz 3858)	austraits_6_0_0	00065	species	true	clone-3
unresolved_taxon_name:3549d9b78058a607	unresolved_taxon_name	Abutilon sp. Warburton (A.S.George 8164)	austraits_6_0_0	00066	species	true	clone-3
unresolved_taxon_name:6863935f4cf14aee	unresolved_taxon_name	Abutilon sp. [Abutilon aff. subviscosum; Kooyman_2011]	austraits_6_0_0	0004	genus	true	clone-3
unresolved_taxon_name:d9a14f1f84c44abe	unresolved_taxon_name	Abutilon sp. [Pate_1998]	austraits_6_0_0	004	genus	true	clone-3
unresolved_taxon_name:3508be2a7973f153	unresolved_taxon_name	Abutilon sp. [White_2020]	austraits_6_0_0	0020	genus	true	clone-3
unresolved_taxon_name:a4fcbeba83523df6	unresolved_taxon_name	Abutilon subviscosum	austraits_6_0_0	00067	species	true	clone-3
unresolved_taxon_name:878c1beabb6998ae	unresolved_taxon_name	Abutilon theophrasti	austraits_6_0_0	00068	species	true	clone-3
unresolved_taxon_name:76b0c6b2f94570b2	unresolved_taxon_name	Abutilon tubulosum	austraits_6_0_0	00071	species	true	clone-3
unresolved_taxon_name:75a7dfc6b065b1eb	unresolved_taxon_name	Abutilon tubulosum var. breviflorum	austraits_6_0_0	00069	variety	true	clone-3
unresolved_taxon_name:61370d7a90e4322b	unresolved_taxon_name	Abutilon tubulosum var. tubulosum	austraits_6_0_0	00070	variety	true	clone-3
unresolved_taxon_name:95c246ffac94fa2d	unresolved_taxon_name	Abutilon x hybridum	austraits_6_0_0	00072	species	true	clone-3
unresolved_taxon_name:692f652d07e44466	unresolved_taxon_name	Acacia abbatiana	austraits_6_0_0	00073	species	true	clone-3
unresolved_taxon_name:a27539ffc646635e	unresolved_taxon_name	Acacia abbreviata	austraits_6_0_0	00074	species	true	clone-3
unresolved_taxon_name:5c2611bf1f114d89	unresolved_taxon_name	Acacia abrupta	austraits_6_0_0	00075	species	true	clone-3
