node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
cultivar:Coffea_arabica	cultivar	Coffea arabica	Coffea arabica	"{""selection_traits"": [""allotetraploid; lower caffeine; aromatic"", ""self-compatibility""], ""vavilov_center"": ""vc:abyssinian"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Lashermes P. et al. 1999, Mol. Gen. Genet. 261:259-266 \u2014 Molecular characterisation and origin of the Coffea arabica L. genome""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Nicotiana_tabacum	cultivar	Nicotiana tabacum	Nicotiana tabacum	"{""selection_traits"": [""allotetraploid leaf for smoking"", ""nicotine accumulation""], ""vavilov_center"": ""vc:south_american"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Ren N. & Timko M.P. 2001, Genome 44:559-571""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Fragaria_x_ananassa	cultivar	Fragaria x ananassa	Fragaria x ananassa	"{""selection_traits"": [""octoploid dessert fruit""], ""vavilov_center"": ""vc:south_american"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": true}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Edger P.P. et al. 2019, Nat. Genet. 51:541-547 \u2014 Origin and evolution of the octoploid strawberry genome""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Manihot_esculenta	cultivar	Manihot esculenta	Manihot esculenta	"{""selection_traits"": [""root starch accumulation"", ""cyanogenic-glycoside management""], ""vavilov_center"": ""vc:south_american"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Olsen K.M. & Schaal B.A. 1999, PNAS 96:5586-5591 \u2014 Evidence on the origin of cassava""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Solanum_tuberosum	cultivar	Solanum tuberosum	Solanum tuberosum	"{""selection_traits"": [""tuber starch accumulation"", ""frost tolerance"", ""day-length adaptation""], ""vavilov_center"": ""vc:south_american"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Spooner D.M. et al. 2005, PNAS 102:14694-14699 \u2014 A single domestication for potato based on multilocus AFLP genotyping""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Solanum_lycopersicum	cultivar	Solanum lycopersicum	Solanum lycopersicum	"{""selection_traits"": [""fruit enlargement (fw2.2, fw3.2)"", ""pericarp thickness"", ""shelf life""], ""vavilov_center"": ""vc:south_american"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Razifard H. et al. 2020, Mol. Biol. Evol. 37:1118-1132 \u2014 Genomic evidence for complex domestication history of tomato""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Capsicum_annuum	cultivar	Capsicum annuum	Capsicum annuum	"{""selection_traits"": [""fruit size"", ""non-deciduous fruit"", ""capsaicin variation""], ""vavilov_center"": ""vc:south_mexican"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Kraft K.H. et al. 2014, PNAS 111:6165-6170""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Glycine_max	cultivar	Glycine max	Glycine max	"{""selection_traits"": [""large seed"", ""non-shattering"", ""determinate habit""], ""vavilov_center"": ""vc:chinese"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Carter T.E. et al. 2004, in Soybeans: Improvement, Production, and Uses ASA-CSSA-SSSA""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Phaseolus_vulgaris	cultivar	Phaseolus vulgaris	Phaseolus vulgaris	"{""selection_traits"": [""seed size"", ""non-shattering pods"", ""growth habit""], ""vavilov_center"": ""vc:south_mexican"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Bitocchi E. et al. 2013, New Phytol. 197:300-313 \u2014 Mesoamerican origin of the common bean""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Cicer_arietinum	cultivar	Cicer arietinum	Cicer arietinum	"{""selection_traits"": [""non-shattering pods"", ""seed size"", ""vernalization""], ""vavilov_center"": ""vc:near_eastern"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Varshney R.K. et al. 2013, Nat. Biotechnol. 31:240-246; Singh K.B. 1997 Field Crops Res. 53:161-170""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Lens_culinaris	cultivar	Lens culinaris	Lens culinaris	"{""selection_traits"": [""non-shattering pods"", ""seed size""], ""vavilov_center"": ""vc:near_eastern"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Ladizinsky G. 1979, Euphytica 28:179-187""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Pisum_sativum	cultivar	Pisum sativum	Pisum sativum	"{""selection_traits"": [""non-shattering pods"", ""loss of seed dormancy""], ""vavilov_center"": ""vc:near_eastern"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Smykal P. et al. 2011, Czech J. Genet. Plant Breed. 47:S38-S44""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Hordeum_vulgare	cultivar	Hordeum vulgare	Hordeum vulgare	"{""selection_traits"": [""non-brittle rachis"", ""free-threshing"", ""two/six-row""], ""vavilov_center"": ""vc:near_eastern"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Pourkheirandish M. et al. 2015, Cell 162:527-539""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Oryza_sativa_subsp._japonica	cultivar	Oryza sativa subsp. japonica	Oryza sativa subsp. japonica	"{""selection_traits"": [""non-shattering"", ""white pericarp"", ""erect panicle""], ""vavilov_center"": ""vc:chinese"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Huang X. et al. 2012, Nature 490:497-501 \u2014 A map of rice genome variation reveals the origin of cultivated rice""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Oryza_sativa_subsp._indica	cultivar	Oryza sativa subsp. indica	Oryza sativa subsp. indica	"{""selection_traits"": [""long grain"", ""photoperiod-insensitive flowering""], ""vavilov_center"": ""vc:indian"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Huang X. et al. 2012, Nature 490:497-501; Choi J.Y. et al. 2017, Mol. Biol. Evol. 34:969-979""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": true, ""confidence_tier"": ""A""}"
cultivar:Zea_mays_subsp._mays	cultivar	Zea mays subsp. mays	Zea mays subsp. mays	"{""selection_traits"": [""non-shattering ear"", ""naked grain"", ""increased kernel row number"", ""tb1 architecture""], ""vavilov_center"": ""vc:south_mexican"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Matsuoka Y. et al. 2002, PNAS 99:6080-6084""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Sorghum_bicolor	cultivar	Sorghum bicolor	Sorghum bicolor	"{""selection_traits"": [""non-shattering panicle"", ""seed size""], ""vavilov_center"": ""vc:abyssinian"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Wendorf F. et al. 1992; Mace E.S. et al. 2013, Nat. Commun. 4:2320""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Pennisetum_glaucum_Cenchrus_americanus	cultivar	Pennisetum glaucum (Cenchrus americanus)	Pennisetum glaucum (Cenchrus americanus)	"{""selection_traits"": [""non-shattering panicle"", ""drought tolerance""], ""vavilov_center"": ""vc:west_african"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Burgarella C. et al. 2018, Curr. Biol. 28:2511-2517 \u2014 A western Sahara centre of domestication inferred from pearl millet genomes""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Eleusine_coracana	cultivar	Eleusine coracana	Eleusine coracana	"{""selection_traits"": [""finger panicle"", ""non-shattering""], ""vavilov_center"": ""vc:abyssinian"", ""confidence_tier"": ""A"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Hilu K.W. & de Wet J.M.J. 1976, Econ. Bot. 30:199-208""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""A""}"
cultivar:Digitaria_exilis_fonio	cultivar	Digitaria exilis (fonio)	Digitaria exilis (fonio)	"{""selection_traits"": [""small-grain panicle"", ""drought tolerance""], ""vavilov_center"": ""vc:west_african"", ""confidence_tier"": ""B"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Adoukonou-Sagbadja H. et al. 2007, Genet. Resour. Crop Evol. 54:1395-1407""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""B""}"
cultivar:Eragrostis_tef	cultivar	Eragrostis tef	Eragrostis tef	"{""selection_traits"": [""small-grain panicle"", ""lodging tolerance"", ""iron-rich grain""], ""vavilov_center"": ""vc:abyssinian"", ""confidence_tier"": ""B"", ""dating_provided_by_source"": false}"	curated_breeder_pedigree_literature	"{""source_id"": ""curated_breeder_pedigree_literature"", ""source_name"": ""Curated peer-reviewed breeder-pedigree literature"", ""source_version_or_release"": ""extracted 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Mixed (per primary paper); factual extracted rows only"", ""attribution"": ""Compilation of peer-reviewed primary references; one citation per crop_pedigree row"", ""source_reliability"": 0.85, ""primary_citation"": ""Ingram A.L. & Doyle J.J. 2003, Am. J. Bot. 90:116-122""}"	supports named cross/pedigree per cited source; does not support dating unless source states it	"{""is_multi_parent"": false, ""confidence_tier"": ""B""}"
