node_id	node_type	raw_label	canonical_taxon	attributes_json	source_id	source_provenance_json	allowed_evidence_scope	caveats_json
landrace:Solanum_tuberosum_landrace_Andean_group_Phureja	landrace	Solanum tuberosum landrace Andean group 'Phureja'	Solanum tuberosum	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Solanum_tuberosum_landrace_Stenotomum	landrace	Solanum tuberosum landrace 'Stenotomum'	Solanum tuberosum	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Solanum_tuberosum_landrace_Andigena	landrace	Solanum tuberosum landrace 'Andigena'	Solanum tuberosum	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Phaseolus_vulgaris_landrace_Anasazi	landrace	Phaseolus vulgaris landrace 'Anasazi'	Phaseolus vulgaris	"{""region"": ""vc:north_american""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Phaseolus_vulgaris_landrace_Negro_Jamapa	landrace	Phaseolus vulgaris landrace 'Negro Jamapa'	Phaseolus vulgaris	"{""region"": ""vc:south_mexican""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Cicer_arietinum_landrace_Desi	landrace	Cicer arietinum landrace 'Desi'	Cicer arietinum	"{""region"": ""vc:indian""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Cicer_arietinum_landrace_Kabuli	landrace	Cicer arietinum landrace 'Kabuli'	Cicer arietinum	"{""region"": ""vc:near_eastern""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Lens_culinaris_landrace_Pardina	landrace	Lens culinaris landrace 'Pardina'	Lens culinaris	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Coffea_arabica_landrace_Typica	landrace	Coffea arabica landrace 'Typica'	Coffea arabica	"{""region"": ""vc:abyssinian""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Coffea_arabica_landrace_Bourbon	landrace	Coffea arabica landrace 'Bourbon'	Coffea arabica	"{""region"": ""vc:abyssinian""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Coffea_arabica_landrace_Geisha_Gesha	landrace	Coffea arabica landrace 'Geisha (Gesha)'	Coffea arabica	"{""region"": ""vc:abyssinian""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Musa_landrace_group_AAA_Cavendish	landrace	Musa landrace group AAA 'Cavendish'	Musa	"{""region"": ""vc:indo_malay""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Musa_landrace_group_AAB_Plantain	landrace	Musa landrace group AAB 'Plantain'	Musa	"{""region"": ""vc:indo_malay""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Musa_landrace_group_ABB_Bluggoe	landrace	Musa landrace group ABB 'Bluggoe'	Musa	"{""region"": ""vc:indo_malay""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Manihot_esculenta_landrace_Bitter_cassava_group	landrace	Manihot esculenta landrace 'Bitter cassava group'	Manihot esculenta	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Manihot_esculenta_landrace_Sweet_cassava_group	landrace	Manihot esculenta landrace 'Sweet cassava group'	Manihot esculenta	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Ipomoea_batatas_landrace_Camote_morado	landrace	Ipomoea batatas landrace 'Camote morado'	Ipomoea batatas	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Ipomoea_batatas_landrace_Beauregard	landrace	Ipomoea batatas landrace 'Beauregard'	Ipomoea batatas	"{""region"": ""vc:north_american""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Sorghum_bicolor_landrace_Kafir	landrace	Sorghum bicolor landrace 'Kafir'	Sorghum bicolor	"{""region"": ""vc:abyssinian""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Sorghum_bicolor_landrace_Caudatum	landrace	Sorghum bicolor landrace 'Caudatum'	Sorghum bicolor	"{""region"": ""vc:abyssinian""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Sorghum_bicolor_landrace_Durra	landrace	Sorghum bicolor landrace 'Durra'	Sorghum bicolor	"{""region"": ""vc:near_eastern""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Pennisetum_glaucum_landrace_Souna	landrace	Pennisetum glaucum landrace 'Souna'	Pennisetum glaucum	"{""region"": ""vc:west_african""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Pennisetum_glaucum_landrace_Gero	landrace	Pennisetum glaucum landrace 'Gero'	Pennisetum glaucum	"{""region"": ""vc:west_african""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Eleusine_coracana_landrace_African_finger_millet_group	landrace	Eleusine coracana landrace 'African finger millet group'	Eleusine coracana	"{""region"": ""vc:abyssinian""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Digitaria_exilis_landrace_White_fonio	landrace	Digitaria exilis landrace 'White fonio'	Digitaria exilis	"{""region"": ""vc:west_african""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Eragrostis_tef_landrace_White_tef	landrace	Eragrostis tef landrace 'White tef'	Eragrostis tef	"{""region"": ""vc:abyssinian""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Vigna_subterranea_landrace_Bambara_groundnut_Niger_group	landrace	Vigna subterranea landrace 'Bambara groundnut Niger group'	Vigna subterranea	"{""region"": ""vc:west_african""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Capsicum_annuum_landrace_Aji_amarillo	landrace	Capsicum annuum landrace 'Aji amarillo'	Capsicum annuum	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Capsicum_annuum_landrace_Poblano	landrace	Capsicum annuum landrace 'Poblano'	Capsicum annuum	"{""region"": ""vc:south_mexican""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Capsicum_chinense_landrace_Habanero	landrace	Capsicum chinense landrace 'Habanero'	Capsicum chinense	"{""region"": ""vc:south_american""}"	genesys	"{""source_id"": ""genesys"", ""source_name"": ""Genesys germplasm"", ""source_version_or_release"": ""API/DUMP accessed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (DOI per accession)"", ""attribution"": ""Genesys PGR, Crop Trust + partners; accession DOIs"", ""source_reliability"": 0.88, ""note"": ""Genesys""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""Genesys""}"
landrace:Solanum_lycopersicum_landrace_San_Marzano	landrace	Solanum lycopersicum landrace 'San Marzano'	Solanum lycopersicum	"{""region"": ""vc:mediterranean""}"	fao_wiews	"{""source_id"": ""fao_wiews"", ""source_name"": ""FAO WIEWS / Plant Treaty"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""CC-BY (FAO open data)"", ""attribution"": ""FAO World Information and Early Warning System on Plant Genetic Resources"", ""source_reliability"": 0.85, ""note"": ""FAO country report""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""FAO country report""}"
landrace:Glycine_max_landrace_Mukden	landrace	Glycine max landrace 'Mukden'	Glycine max	"{""region"": ""vc:chinese""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Glycine_max_landrace_Peking	landrace	Glycine max landrace 'Peking'	Glycine max	"{""region"": ""vc:chinese""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
landrace:Helianthus_annuus_landrace_Hopi_black	landrace	Helianthus annuus landrace 'Hopi black'	Helianthus annuus	"{""region"": ""vc:north_american""}"	usda_grin	"{""source_id"": ""usda_grin"", ""source_name"": ""USDA GRIN-Global"", ""source_version_or_release"": ""site probed 2026-05-17"", ""access_date"": ""2026-05-17"", ""license"": ""Public domain (US gov)"", ""attribution"": ""USDA-ARS National Plant Germplasm System (NPGS) GRIN-Global"", ""source_reliability"": 0.92, ""note"": ""GRIN-Global PI cluster""}"	supports 'this landrace is recorded by the cited genebank/source'; does not support uncontested geographic origin	"{""note"": ""GRIN-Global PI cluster""}"
