row_scope	heldout_scientific_name	candidate_id	raw_scientific_name	candidate_class	best_rank	accepted_key_before	accepted_key_after_free_tier_recovery	accepted_key_status	modern_failure_seed_status	modern_failure_independent_free_tier_status	source_groups	source_class_count	non_singleton_source_support	living_megafauna_exclusion_status	passes_validation_contract	final_status	rejection_reason	enters_master_prediction_ledger	inferred_anachronism_claim
local_candidate		T2C0002	Adansonia za	madagascar_elephant_bird_baobab	13	wfo:wfo-0000519694-2025-12	wfo:wfo-0000519694-2025-12	accepted_key_present_existing	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Bond&Silander2007	1	False	passes_living_megafauna_exclusion	False	insufficient_support	modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0006	Annona cherimola	neotropical_gomphothere_large_fruit	14	wfo:wfo-0000537707-2025-12	wfo:wfo-0000537707-2025-12	accepted_key_present_existing	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	insufficient_support	modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0025	Annona muricata	neotropical_gomphothere_large_fruit	15	wfo:wfo-0000537848-2025-12	wfo:wfo-0000537848-2025-12	accepted_key_present_existing	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	insufficient_support	modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0023	Bertholletia excelsa	amazonian_palm_or_ground_sloth_fruit	16	wfo:wfo-0000775013-2025-12	wfo:wfo-0000775013-2025-12	accepted_key_present_existing	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Hansen&Galetti2009	1	False	passes_living_megafauna_exclusion	False	insufficient_support	modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0013	Cassia grandis	neotropical_gomphothere_large_fruit	17			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0012	Crescentia cujete	neotropical_gomphothere_large_fruit	18			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0005	Enterolobium cyclocarpum	neotropical_gomphothere_large_fruit	19			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0027	Genipa americana	neotropical_gomphothere_large_fruit	20			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0020	Gleditsia triacanthos	north_american_temperate_megafauna_fruit	21			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0029	Hymenaea courbaril	neotropical_gomphothere_large_fruit	22			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0022	Mauritia flexuosa	amazonian_palm_or_ground_sloth_fruit	23			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0030	Mauritia flexuosa	amazonian_palm_or_ground_sloth_fruit	24			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0010	Persea americana	neotropical_gomphothere_large_fruit	25			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Janzen&Martin1982	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0031	Persea americana	neotropical_gomphothere_large_fruit	26			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0008	Pithecellobium dulce	neotropical_gomphothere_large_fruit	27			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0014	Pseudopanax crassifolius	new_zealand_moa_divarication	28			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Greenwood&Atkinson1977	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0015	Pseudopanax crassifolius	new_zealand_moa_divarication	29			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Greenwood&Atkinson1977	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0026	Spondias mombin	neotropical_gomphothere_large_fruit	30			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
local_candidate		T2C0007	Spondias purpurea	neotropical_gomphothere_large_fruit	31			accepted_key_absent_after_free_tier_recovery	needs_independent_modern_failure_check	not_found_modern_failure_absent_local_only	paleobotany_sources;Guimaraes2008	1	False	passes_living_megafauna_exclusion	False	data_limited	accepted_key_absent|modern_failure_independent_evidence_absent|singleton_or_source_class_fragile	False	False
