template,n,x,observed,fit_degree,prediction,residual,split,bootstrap_id,seed
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,6,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,6,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,6,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,7,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,7,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,7,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,7,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,8,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,8,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,8,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,8,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,9,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,9,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,9,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,9,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,10,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,10,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,10,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,10,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,11,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,11,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,11,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,11,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,12,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,12,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,12,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,12,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,13,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,13,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,13,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,13,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,14,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,14,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,14,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,14,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,15,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,15,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,15,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,15,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,16,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,16,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,16,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,16,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,17,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,17,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,17,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,17,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,18,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,18,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,18,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,18,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,19,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,19,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,19,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,19,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,20,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,20,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,20,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,20,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,21,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,21,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,21,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,21,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,22,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,22,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,22,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,22,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,23,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,23,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,23,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,23,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,24,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,24,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,24,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,24,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,25,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,25,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,25,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,25,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,26,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,26,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,26,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,26,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,27,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,27,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,27,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,27,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,28,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,28,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,28,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,28,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,29,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,29,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,29,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,29,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,30,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,30,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,30,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,30,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,31,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,31,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,31,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,31,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,32,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,32,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,32,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,32,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,33,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,33,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,33,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,33,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,34,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,34,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,34,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,34,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,35,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,35,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,35,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,35,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,36,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,36,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,36,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,36,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,37,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,37,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,37,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,37,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,38,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,38,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,38,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,38,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,39,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,39,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,39,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,39,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,40,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,40,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,40,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,40,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,41,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,41,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,41,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,41,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,42,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,42,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,42,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,42,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,43,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,43,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,43,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,43,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,44,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,44,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,44,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,44,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,45,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,45,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,45,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,45,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,46,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,46,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,46,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,46,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,47,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,47,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,47,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,47,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,48,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,48,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,48,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,48,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,49,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,49,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,49,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,49,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,50,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,50,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,50,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,50,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,51,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,51,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,51,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,51,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,52,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,52,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,52,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,52,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,53,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,53,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,53,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,53,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,54,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,54,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,54,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,54,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,55,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,55,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,55,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,55,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,56,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,56,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,56,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,56,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,57,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,57,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,57,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,57,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,58,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,58,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,58,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,58,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,59,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,59,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,59,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,59,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,60,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,60,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,60,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,60,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,61,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,61,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,61,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,61,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,62,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,62,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,62,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,62,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,63,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,63,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,63,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,63,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,64,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,64,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,64,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,64,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,65,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,65,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,65,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,65,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,66,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,66,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,66,20260515
single_label_cycle,4,0.25,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,66,20260515
single_label_cycle,100,0.01,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,67,20260515
single_label_cycle,50,0.02,1.0,1,1.0000000000000002,-2.220446049250313e-16,train,67,20260515
single_label_cycle,20,0.05,0.9999999999999999,1,1.0000000000000002,-3.3306690738754696e-16,train,67,20260515
