n,observable,mean,variance,std,q10,q50,q90,trials,seed
100,window_pos_edge,0.22666666666666668,9.88505747126437e-05,0.009942362632324557,0.21,0.23,0.24,30,20260515
100,window_pos_mid,0.2786666666666667,0.00013609195402298824,0.011665845619713481,0.269,0.28,0.29,30,20260515
200,centered_trace_moment_2,0.07133333333333326,0.0010602298850574648,0.03256117143251245,0.028999999999999564,0.07499999999999973,0.1199999999999994,30,20260515
200,centered_trace_moment_4,1.3219999999999985,0.16739586206896603,0.4091403940812567,0.8209999999999823,1.2499999999999964,1.9769999999999923,30,20260515
200,centered_trace_moment_6,21.9683333333333,25.80543505747155,5.079905024453858,15.580999999999989,21.235000000000085,29.311999999999827,30,20260515
200,centered_trace_moment_8,353.3086666666661,4005.0002050575367,63.28507094929685,276.4369999999976,347.5749999999989,434.6909999999971,30,20260515
200,spectral_radius_nontrivial,3.434916271434793,0.0012610296261142235,0.035510978951786495,3.387549336900246,3.433097123793058,3.487624399712958,30,20260515
200,top_nontrivial_1,3.434916271434793,0.0012610296261142235,0.035510978951786495,3.387549336900246,3.433097123793058,3.487624399712958,30,20260515
200,top_nontrivial_2,3.373625372453883,0.0007623439380075144,0.02761057656057755,3.336468435199926,3.378303516531304,3.397920380069989,30,20260515
200,top_nontrivial_3,3.3333935772696837,0.0005145813352689896,0.022684385274214278,3.3062976547600518,3.329098982371839,3.364010015420949,30,20260515
200,top_nontrivial_4,3.292357628947841,0.0008056929263852724,0.028384730514579005,3.2569686608650152,3.292917943764372,3.325105787133918,30,20260515
200,top_nontrivial_5,3.2548342785166144,0.0006727245658744044,0.02593693439623126,3.2247115022005666,3.257570788915406,3.2883714062391185,30,20260515
200,trace_moment_2_per_vertex,4.071333333333333,0.0010602298850574648,0.03256117143251245,4.029,4.074999999999999,4.119999999999999,30,20260515
200,trace_moment_4_per_vertex,29.322,0.16739586206896603,0.4091403940812567,28.820999999999984,29.249999999999996,29.976999999999993,30,20260515
200,trace_moment_6_per_vertex,253.96833333333328,25.80543505747155,5.079905024453858,247.581,253.23500000000007,261.31199999999984,30,20260515
200,trace_moment_8_per_vertex,2445.308666666666,4005.0002050575363,63.28507094929685,2368.4369999999976,2439.574999999999,2526.690999999997,30,20260515
200,window_neg_edge,0.21416666666666667,1.3936781609195426e-05,0.0037331999155142265,0.21,0.215,0.22,30,20260515
200,window_neg_mid,0.2841666666666666,2.9454022988505528e-05,0.005427156068191288,0.2795,0.285,0.29,30,20260515
200,window_pos_edge,0.22083333333333333,3.807471264367821e-05,0.006170471022837577,0.215,0.22,0.23,30,20260515
200,window_pos_mid,0.2808333333333334,5.0143678160919305e-05,0.007081220103973559,0.27,0.28,0.29,30,20260515
400,centered_trace_moment_2,0.043333333333333265,0.0004471264367816075,0.02114536442773232,0.019999999999999574,0.03999999999999959,0.07550000000000008,30,20260515
400,centered_trace_moment_4,0.7426666666666667,0.09260988505746942,0.3043187228178204,0.37800000000000866,0.7175000000000047,1.2034999999999827,30,20260515
400,centered_trace_moment_6,11.894333333333343,15.956471954022629,3.994555288642608,6.856000000000129,11.042500000000075,17.32499999999999,30,20260515
400,centered_trace_moment_8,187.34800000000004,2571.3182751723457,50.70816773629615,123.49100000000158,177.28500000000213,259.5564999999997,30,20260515
400,spectral_radius_nontrivial,3.4506779947889457,0.0006298087983465973,0.02509599167888365,3.4188084362608047,3.449599449296313,3.4888709589405797,30,20260515
400,top_nontrivial_1,3.4506779947889457,0.0006298087983465973,0.02509599167888365,3.4188084362608047,3.449599449296313,3.4888709589405797,30,20260515
400,top_nontrivial_2,3.41975911564803,0.0005388193324470366,0.02321248225517979,3.3937391173074367,3.4199451251663016,3.4522536829611994,30,20260515
400,top_nontrivial_3,3.393665589665778,0.0003453540859268949,0.018583704849326865,3.373717689779215,3.3942039220932614,3.4156262248181624,30,20260515
400,top_nontrivial_4,3.3724774523593557,0.00026381409853529106,0.016242355079707223,3.353473140013169,3.3746965795434525,3.395851247793169,30,20260515
400,top_nontrivial_5,3.345587468090684,0.00022804477822990955,0.01510115155310712,3.3251259390140695,3.344834056626012,3.363149311741482,30,20260515
400,trace_moment_2_per_vertex,4.043333333333333,0.0004471264367816075,0.02114536442773232,4.02,4.039999999999999,4.0755,30,20260515
400,trace_moment_4_per_vertex,28.742666666666665,0.09260988505746945,0.30431872281782046,28.378000000000007,28.717500000000005,29.203499999999984,30,20260515
400,trace_moment_6_per_vertex,243.8943333333333,15.956471954022623,3.9945552886426072,238.85600000000014,243.04250000000008,249.325,30,20260515
400,trace_moment_8_per_vertex,2279.3480000000004,2571.3182751723452,50.70816773629615,2215.491000000002,2269.285000000002,2351.5564999999997,30,20260515
400,window_neg_edge,0.2166666666666667,8.333333333333347e-06,0.002886751345948131,0.2125,0.2175,0.22,30,20260515
400,window_neg_mid,0.28183333333333327,1.333333333333318e-05,0.0036514837167010866,0.2775,0.2825,0.28525,30,20260515
400,window_pos_edge,0.21908333333333332,8.39798850574714e-06,0.0028979283127343125,0.21725,0.2175,0.2225,30,20260515
400,window_pos_mid,0.28241666666666665,1.0553160919540107e-05,0.003248562900659322,0.2775,0.2825,0.285,30,20260515
800,centered_trace_moment_2,0.016333333333333342,7.531609195402169e-05,0.008678484427250053,0.005000000000000693,0.016249999999999876,0.02525000000000111,30,20260515
800,centered_trace_moment_4,0.3233333333333338,0.013594971264368027,0.11659747537733407,0.1944999999999993,0.327499999999997,0.426500000000009,30,20260515
800,centered_trace_moment_6,5.463333333333332,2.222002729885109,1.4906383632139315,3.784249999999989,5.57374999999999,6.964500000000002,30,20260515
800,centered_trace_moment_8,88.50266666666651,348.48872324713057,18.667852668347546,65.38325000000009,91.29374999999914,109.38925000000015,30,20260515
800,spectral_radius_nontrivial,3.4533705122392586,0.00019826118622106621,0.014080525069082694,3.438041407390397,3.449003130597604,3.470583276750075,30,20260515
800,top_nontrivial_1,3.4533705122392586,0.00019826118622106621,0.014080525069082694,3.438041407390397,3.449003130597604,3.470583276750075,30,20260515
800,top_nontrivial_2,3.4342578754019533,0.00013520570517807935,0.011627798810526408,3.4182439284296815,3.436425430491628,3.4460595370177765,30,20260515
800,top_nontrivial_3,3.41961967290204,0.00012865546974722997,0.011342639452403923,3.404082278918473,3.4219844963804285,3.4331077100495535,30,20260515
800,top_nontrivial_4,3.4042690220243563,8.927658774993544e-05,0.009448628882009041,3.3921739670230093,3.4060236164426865,3.415144381484819,30,20260515
800,top_nontrivial_5,3.391559736683113,6.095380072812394e-05,0.007807291510384631,3.382123982377838,3.392492054409712,3.3998564010039187,30,20260515
800,trace_moment_2_per_vertex,4.016333333333332,7.53160919540217e-05,0.008678484427250055,4.005000000000001,4.016249999999999,4.0252500000000015,30,20260515
800,trace_moment_4_per_vertex,28.323333333333327,0.013594971264368027,0.11659747537733407,28.194499999999998,28.327499999999997,28.426500000000008,30,20260515
800,trace_moment_6_per_vertex,237.4633333333333,2.222002729885109,1.4906383632139315,235.78425,237.57375,238.96450000000002,30,20260515
800,trace_moment_8_per_vertex,2180.5026666666663,348.48872324713045,18.667852668347543,2157.3832500000003,2183.293749999999,2201.38925,30,20260515
800,window_neg_edge,0.21625,8.620689655172432e-07,0.0009284766908852603,0.215,0.21625,0.2175,30,20260515
800,window_neg_mid,0.2830833333333333,2.234195402298834e-06,0.0014947225168233848,0.281125,0.28375,0.285,30,20260515
800,window_pos_edge,0.21737499999999998,1.4385775862068991e-06,0.0011994071811552984,0.21625,0.2175,0.21875,30,20260515
800,window_pos_mid,0.28329166666666666,2.6382902298850544e-06,0.0016242814503296694,0.28125,0.28375,0.28512499999999996,30,20260515
