source_local_record_id,accepted_taxon_key,source,source_identifier,accepted_name,rank,family,genus,species,infraspecific_epithet,status,match_type,confidence,access_date,license,ingest_clone_id
372831,wfo:wfo-7000000036-2025-12,OpenTree,372831,Apiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
524059,wfo:wfo-7000000038-2025-12,OpenTree,524059,Apocynaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
167651,wfo:wfo-7000000039-2025-12,OpenTree,167651,Apodanthaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
460570,wfo:wfo-7000000040-2025-12,OpenTree,460570,Aponogetonaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
727574,wfo:wfo-7000000041-2025-12,OpenTree,727574,Aquifoliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
481972,wfo:wfo-7000000042-2025-12,OpenTree,481972,Araceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
524079,wfo:wfo-7000000043-2025-12,OpenTree,524079,Araliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
526437,wfo:wfo-7000000046-2025-12,OpenTree,526437,Arecaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
3826,wfo:wfo-7000000047-2025-12,OpenTree,3826,Argophyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
37785,wfo:wfo-7000000048-2025-12,OpenTree,37785,Aristolochiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
17704,wfo:wfo-7000000050-2025-12,OpenTree,17704,Asparagaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
461417,wfo:wfo-7000000659-2025-12,OpenTree,461417,Asphodelaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
677386,wfo:wfo-7000000052-2025-12,OpenTree,677386,Asteliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
46248,wfo:wfo-7000000146-2025-12,OpenTree,46248,Asteraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
91868,wfo:wfo-7000000053-2025-12,OpenTree,91868,Asteropeiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
631516,wfo:wfo-7000000054-2025-12,OpenTree,631516,Atherospermataceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
745573,wfo:wfo-7000000057-2025-12,OpenTree,745573,Austrobaileyaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
783915,wfo:wfo-7000000059-2025-12,OpenTree,783915,Balanopaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
263310,wfo:wfo-7000000060-2025-12,OpenTree,263310,Balanophoraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
289350,wfo:wfo-7000000062-2025-12,OpenTree,289350,Balsaminaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
134739,wfo:wfo-7000000063-2025-12,OpenTree,134739,Barbeuiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
295667,wfo:wfo-7000000064-2025-12,OpenTree,295667,Barbeyaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
63160,wfo:wfo-7000000066-2025-12,OpenTree,63160,Basellaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
532272,wfo:wfo-7000000067-2025-12,OpenTree,532272,Bataceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
530192,wfo:wfo-7000000068-2025-12,OpenTree,530192,Begoniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
297866,wfo:wfo-7000000069-2025-12,OpenTree,297866,Berberidaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
733783,wfo:wfo-7000000070-2025-12,OpenTree,733783,Berberidopsidaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
791138,wfo:wfo-7000000071-2025-12,OpenTree,791138,Betulaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
126941,wfo:wfo-7000000072-2025-12,OpenTree,126941,Biebersteiniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
900321,wfo:wfo-7000000073-2025-12,OpenTree,900321,Bignoniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
287360,wfo:wfo-7000000074-2025-12,OpenTree,287360,Bixaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
103451,wfo:wfo-7000000075-2025-12,OpenTree,103451,Blandfordiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
862525,wfo:wfo-7000000078-2025-12,OpenTree,862525,Bonnetiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
147029,wfo:wfo-7000000079-2025-12,OpenTree,147029,Boraginaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
590775,wfo:wfo-7000000080-2025-12,OpenTree,590775,Boryaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
309271,wfo:wfo-7000000082-2025-12,OpenTree,309271,Brassicaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
627035,wfo:wfo-7000000084-2025-12,OpenTree,627035,Bromeliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1053057,wfo:wfo-7000000086-2025-12,OpenTree,1053057,Brunelliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
191072,wfo:wfo-7000000087-2025-12,OpenTree,191072,Bruniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
300561,wfo:wfo-7000000091-2025-12,OpenTree,300561,Burmanniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
350867,wfo:wfo-7000000092-2025-12,OpenTree,350867,Burseraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1027657,wfo:wfo-7000000093-2025-12,OpenTree,1027657,Butomaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1000247,wfo:wfo-7000000094-2025-12,OpenTree,1000247,Buxaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
671439,wfo:wfo-7000000096-2025-12,OpenTree,671439,Byblidaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
10934,wfo:wfo-7000000097-2025-12,OpenTree,10934,Cabombaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
584111,wfo:wfo-7000000098-2025-12,OpenTree,584111,Cactaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
488086,wfo:wfo-7000000099-2025-12,OpenTree,488086,Calceolariaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
267866,wfo:wfo-7000000101-2025-12,OpenTree,267866,Calophyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
338486,wfo:wfo-7000000102-2025-12,OpenTree,338486,Calycanthaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
824916,wfo:wfo-7000000103-2025-12,OpenTree,824916,Calyceraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1086303,wfo:wfo-7000000106-2025-12,OpenTree,1086303,Campanulaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
862624,wfo:wfo-7000000107-2025-12,OpenTree,862624,Campynemataceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
930012,wfo:wfo-7000000108-2025-12,OpenTree,930012,Canellaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
83996,wfo:wfo-7000000109-2025-12,OpenTree,83996,Cannabaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
156272,wfo:wfo-7000000110-2025-12,OpenTree,156272,Cannaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
856347,wfo:wfo-7000000111-2025-12,OpenTree,856347,Capparaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
69534,wfo:wfo-7000000112-2025-12,OpenTree,69534,Caprifoliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
862529,wfo:wfo-7000000113-2025-12,OpenTree,862529,Cardiopteridaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
429480,wfo:wfo-7000000114-2025-12,OpenTree,429480,Caricaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
517824,wfo:wfo-7000000115-2025-12,OpenTree,517824,Carlemanniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
436442,wfo:wfo-7000000116-2025-12,OpenTree,436442,Caryocaraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
317818,wfo:wfo-7000000117-2025-12,OpenTree,317818,Caryophyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
216643,wfo:wfo-7000000118-2025-12,OpenTree,216643,Casuarinaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
601168,wfo:wfo-7000000121-2025-12,OpenTree,601168,Celastraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
928858,wfo:wfo-7000000123-2025-12,OpenTree,928858,Centroplacaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
782231,wfo:wfo-7000000124-2025-12,OpenTree,782231,Cephalotaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
259039,wfo:wfo-7000000127-2025-12,OpenTree,259039,Ceratophyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
438272,wfo:wfo-7000000128-2025-12,OpenTree,438272,Cercidiphyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
5920024,wfo:wfo-7000000655-2025-12,OpenTree,5920024,Chenopodiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1022516,wfo:wfo-7000000130-2025-12,OpenTree,1022516,Chloranthaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1009819,wfo:wfo-7000000132-2025-12,OpenTree,1009819,Chrysobalanaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
839071,wfo:wfo-7000000135-2025-12,OpenTree,839071,Circaeasteraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
343135,wfo:wfo-7000000136-2025-12,OpenTree,343135,Cistaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
735739,wfo:wfo-7000000137-2025-12,OpenTree,735739,Cleomaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
47344,wfo:wfo-7000000138-2025-12,OpenTree,47344,Clethraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
349175,wfo:wfo-7000000141-2025-12,OpenTree,349175,Clusiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
5728207,wfo:wfo-7000000914-2025-12,OpenTree,5728207,Codonaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
604247,wfo:wfo-7000000142-2025-12,OpenTree,604247,Colchicaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
6063280,wfo:wfo-4100005358-2025-12,OpenTree,6063280,Coldeniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
576502,wfo:wfo-7000000143-2025-12,OpenTree,576502,Columelliaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
964835,wfo:wfo-7000000144-2025-12,OpenTree,964835,Combretaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
877745,wfo:wfo-7000000145-2025-12,OpenTree,877745,Commelinaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
766272,wfo:wfo-7000000147-2025-12,OpenTree,766272,Connaraceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
494850,wfo:wfo-7000000149-2025-12,OpenTree,494850,Convolvulaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
7049607,wfo:wfo-7000000657-2025-12,OpenTree,7049607,Corbichoniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
5728208,wfo:wfo-7000001124-2025-12,OpenTree,5728208,Cordiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
964067,wfo:wfo-7000000150-2025-12,OpenTree,964067,Coriariaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
737319,wfo:wfo-7000000151-2025-12,OpenTree,737319,Cornaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
567688,wfo:wfo-7000000152-2025-12,OpenTree,567688,Corsiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
187501,wfo:wfo-7000000154-2025-12,OpenTree,187501,Corynocarpaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
679527,wfo:wfo-7000000155-2025-12,OpenTree,679527,Costaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
509332,wfo:wfo-7000000156-2025-12,OpenTree,509332,Crassulaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
51315,wfo:wfo-7000000157-2025-12,OpenTree,51315,Crossosomataceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
294972,wfo:wfo-7000000660-2025-12,OpenTree,294972,Crypteroniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
387173,wfo:wfo-7000000159-2025-12,OpenTree,387173,Ctenolophonaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1006267,wfo:wfo-7000000160-2025-12,OpenTree,1006267,Cucurbitaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
782239,wfo:wfo-7000000162-2025-12,OpenTree,782239,Cunoniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
162557,wfo:wfo-7000000164-2025-12,OpenTree,162557,Curtisiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
998627,wfo:wfo-7000000167-2025-12,OpenTree,998627,Cyclanthaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
897365,wfo:wfo-7000000168-2025-12,OpenTree,897365,Cymodoceaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
784792,wfo:wfo-7000000169-2025-12,OpenTree,784792,Cynomoriaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
105574,wfo:wfo-7000000170-2025-12,OpenTree,105574,Cyperaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
195604,wfo:wfo-7000000171-2025-12,OpenTree,195604,Cyrillaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
853755,wfo:wfo-7000000175-2025-12,OpenTree,853755,Cytinaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1086379,wfo:wfo-7000000177-2025-12,OpenTree,1086379,Daphniphyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
736861,wfo:wfo-7000000178-2025-12,OpenTree,736861,Dasypogonaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
322752,wfo:wfo-7000000179-2025-12,OpenTree,322752,Datiscaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
745566,wfo:wfo-7000000181-2025-12,OpenTree,745566,Degeneriaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1094759,wfo:wfo-7000000184-2025-12,OpenTree,1094759,Diapensiaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
1035663,wfo:wfo-7000000185-2025-12,OpenTree,1035663,Dichapetalaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
63156,wfo:wfo-7000000189-2025-12,OpenTree,63156,Didiereaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
432988,wfo:wfo-7000000190-2025-12,OpenTree,432988,Dilleniaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
61747,wfo:wfo-7000000191-2025-12,OpenTree,61747,Dioncophyllaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
781627,wfo:wfo-7000000192-2025-12,OpenTree,781627,Dioscoreaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
811493,wfo:wfo-7000000193-2025-12,OpenTree,811493,Dipentodontaceae,family,,,,,matched,name_search,1.0,2026-05-17,Open Tree of Life license/citation guidance,fork-e34b5b2c1c6c-clone-0
