accepted_taxon_key,wfo_id,accepted_name,rank,family,genus,species,infraspecific_epithet,major_clade,parent_wfo_id,source,source_identifier,access_date,license,ingest_clone_id,provenance_url
wfo:wfo-7000000001-2025-12,wfo-7000000001-2025-12,Acanthaceae,family,Acanthaceae,,,,Angiosperms,wfo-9000000283-2025-12,WFO,wfo-7000000001-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000001-2025-12
wfo:wfo-7000000054-2025-12,wfo-7000000054-2025-12,Atherospermataceae,family,Atherospermataceae,,,,Angiosperms,wfo-9000000285-2025-12,WFO,wfo-7000000054-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000054-2025-12
wfo:wfo-7000000057-2025-12,wfo-7000000057-2025-12,Austrobaileyaceae,family,Austrobaileyaceae,,,,Angiosperms,wfo-9000000045-2025-12,WFO,wfo-7000000057-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000057-2025-12
wfo:wfo-7000000059-2025-12,wfo-7000000059-2025-12,Balanopaceae,family,Balanopaceae,,,,Angiosperms,wfo-9000000311-2025-12,WFO,wfo-7000000059-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000059-2025-12
wfo:wfo-7000000060-2025-12,wfo-7000000060-2025-12,Balanophoraceae,family,Balanophoraceae,,,,Angiosperms,wfo-9000000477-2025-12,WFO,wfo-7000000060-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000060-2025-12
wfo:wfo-7000000062-2025-12,wfo-7000000062-2025-12,Balsaminaceae,family,Balsaminaceae,,,,Angiosperms,wfo-9000000193-2025-12,WFO,wfo-7000000062-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000062-2025-12
wfo:wfo-7000000063-2025-12,wfo-7000000063-2025-12,Barbeuiaceae,family,Barbeuiaceae,,,,Angiosperms,wfo-9000000088-2025-12,WFO,wfo-7000000063-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000063-2025-12
wfo:wfo-7000000064-2025-12,wfo-7000000064-2025-12,Barbeyaceae,family,Barbeyaceae,,,,Angiosperms,wfo-9000000467-2025-12,WFO,wfo-7000000064-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000064-2025-12
wfo:wfo-7000000066-2025-12,wfo-7000000066-2025-12,Basellaceae,family,Basellaceae,,,,Angiosperms,wfo-9000000088-2025-12,WFO,wfo-7000000066-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000066-2025-12
wfo:wfo-7000000067-2025-12,wfo-7000000067-2025-12,Bataceae,family,Bataceae,,,,Angiosperms,wfo-9000000069-2025-12,WFO,wfo-7000000067-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000067-2025-12
wfo:wfo-7000000068-2025-12,wfo-7000000068-2025-12,Begoniaceae,family,Begoniaceae,,,,Angiosperms,wfo-9000000142-2025-12,WFO,wfo-7000000068-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000068-2025-12
wfo:wfo-7000000069-2025-12,wfo-7000000069-2025-12,Berberidaceae,family,Berberidaceae,,,,Angiosperms,wfo-9000000447-2025-12,WFO,wfo-7000000069-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000069-2025-12
wfo:wfo-7000000070-2025-12,wfo-7000000070-2025-12,Berberidopsidaceae,family,Berberidopsidaceae,,,,Angiosperms,wfo-9000000055-2025-12,WFO,wfo-7000000070-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000070-2025-12
wfo:wfo-7000000071-2025-12,wfo-7000000071-2025-12,Betulaceae,family,Betulaceae,,,,Angiosperms,wfo-9000000208-2025-12,WFO,wfo-7000000071-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000071-2025-12
wfo:wfo-7000000072-2025-12,wfo-7000000072-2025-12,Biebersteiniaceae,family,Biebersteiniaceae,,,,Angiosperms,wfo-9000000478-2025-12,WFO,wfo-7000000072-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000072-2025-12
wfo:wfo-7000000073-2025-12,wfo-7000000073-2025-12,Bignoniaceae,family,Bignoniaceae,,,,Angiosperms,wfo-9000000283-2025-12,WFO,wfo-7000000073-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000073-2025-12
wfo:wfo-7000000074-2025-12,wfo-7000000074-2025-12,Bixaceae,family,Bixaceae,,,,Angiosperms,wfo-9000000312-2025-12,WFO,wfo-7000000074-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000074-2025-12
wfo:wfo-7000000075-2025-12,wfo-7000000075-2025-12,Blandfordiaceae,family,Blandfordiaceae,,,,Angiosperms,wfo-9000000036-2025-12,WFO,wfo-7000000075-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000075-2025-12
wfo:wfo-7000000078-2025-12,wfo-7000000078-2025-12,Bonnetiaceae,family,Bonnetiaceae,,,,Angiosperms,wfo-9000000311-2025-12,WFO,wfo-7000000078-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000078-2025-12
wfo:wfo-7000000079-2025-12,wfo-7000000079-2025-12,Boraginaceae,family,Boraginaceae,,,,Angiosperms,wfo-9000000067-2025-12,WFO,wfo-7000000079-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000079-2025-12
wfo:wfo-7000000080-2025-12,wfo-7000000080-2025-12,Boryaceae,family,Boryaceae,,,,Angiosperms,wfo-9000000036-2025-12,WFO,wfo-7000000080-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000080-2025-12
wfo:wfo-7000000082-2025-12,wfo-7000000082-2025-12,Brassicaceae,family,Brassicaceae,,,,Angiosperms,wfo-9000000069-2025-12,WFO,wfo-7000000082-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000082-2025-12
wfo:wfo-7000000084-2025-12,wfo-7000000084-2025-12,Bromeliaceae,family,Bromeliaceae,,,,Angiosperms,wfo-9000000415-2025-12,WFO,wfo-7000000084-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000084-2025-12
wfo:wfo-7000000086-2025-12,wfo-7000000086-2025-12,Brunelliaceae,family,Brunelliaceae,,,,Angiosperms,wfo-9000000369-2025-12,WFO,wfo-7000000086-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000086-2025-12
wfo:wfo-7000000087-2025-12,wfo-7000000087-2025-12,Bruniaceae,family,Bruniaceae,,,,Angiosperms,wfo-9000000071-2025-12,WFO,wfo-7000000087-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000087-2025-12
wfo:wfo-7000000091-2025-12,wfo-7000000091-2025-12,Burmanniaceae,family,Burmanniaceae,,,,Angiosperms,wfo-9000000177-2025-12,WFO,wfo-7000000091-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000091-2025-12
wfo:wfo-7000000092-2025-12,wfo-7000000092-2025-12,Burseraceae,family,Burseraceae,,,,Angiosperms,wfo-9000000478-2025-12,WFO,wfo-7000000092-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000092-2025-12
wfo:wfo-7000000093-2025-12,wfo-7000000093-2025-12,Butomaceae,family,Butomaceae,,,,Angiosperms,wfo-9000000013-2025-12,WFO,wfo-7000000093-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000093-2025-12
wfo:wfo-7000000094-2025-12,wfo-7000000094-2025-12,Buxaceae,family,Buxaceae,,,,Angiosperms,wfo-9000000075-2025-12,WFO,wfo-7000000094-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000094-2025-12
wfo:wfo-7000000096-2025-12,wfo-7000000096-2025-12,Byblidaceae,family,Byblidaceae,,,,Angiosperms,wfo-9000000283-2025-12,WFO,wfo-7000000096-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000096-2025-12
wfo:wfo-7000000097-2025-12,wfo-7000000097-2025-12,Cabombaceae,family,Cabombaceae,,,,Angiosperms,wfo-9000000354-2025-12,WFO,wfo-7000000097-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000097-2025-12
wfo:wfo-7000000098-2025-12,wfo-7000000098-2025-12,Cactaceae,family,Cactaceae,,,,Angiosperms,wfo-9000000088-2025-12,WFO,wfo-7000000098-2025-12,2026-05-17,WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license,fork-e34b5b2c1c6c-clone-0,https://list.worldfloraonline.org/wfo-7000000098-2025-12
