accepted_taxon_key,conflict_type,disagreement_category,wfo_id,ott_id,powo_id,gbif_taxon_key,evidence,source,source_identifier,access_date,license,ingest_clone_id
wfo:wfo-0000939056-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000939056-2025-12,,urn:lsid:ipni.org:names:77189898-1,3055499,"{""gbif"": [""Alchornea hirtella f. glabrata (M\u00fcll.Arg.) Pax & K.Hoffm."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Alchornea hirtella f. glabrata"", ""form""], ""wfo"": [""Alchornea hirtella f. glabrata"", ""form""]}",crosswalk,wfo-0000939056-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001426269-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001426269-2025-12,,urn:lsid:ipni.org:names:523077-4,5302324,"{""gbif"": [""Alpinia formosana f. variegata (Makino) Kitam."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Alpinia formosana f. variegata"", ""form""], ""wfo"": [""Alpinia formosana f. variegata"", ""form""]}",crosswalk,wfo-0001426269-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001321979-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001321979-2025-12,,urn:lsid:ipni.org:names:60461677-2,7667125,"{""gbif"": [""Ammannia pauciramosa f. verna (Humbert) S.A.Graham & Gandhi"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Ammannia pauciramosa f. verna"", ""form""], ""wfo"": [""Ammannia pauciramosa f. verna"", ""form""]}",crosswalk,wfo-0001321979-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001321981-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001321981-2025-12,,urn:lsid:ipni.org:names:60461696-2,7814548,"{""gbif"": [""Ammannia sagittifolia f. swaziensis (Immelman) S.A.Graham & Gandhi"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Ammannia sagittifolia f. swaziensis"", ""form""], ""wfo"": [""Ammannia sagittifolia f. swaziensis"", ""form""]}",crosswalk,wfo-0001321981-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001321982-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001321982-2025-12,,urn:lsid:ipni.org:names:60461708-2,7677625,"{""gbif"": [""Ammannia tolypobotrys f. schlechteri (Koehne) S.A.Graham & Gandhi"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Ammannia tolypobotrys f. schlechteri"", ""form""], ""wfo"": [""Ammannia tolypobotrys f. schlechteri"", ""form""]}",crosswalk,wfo-0001321982-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-1200073904-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-1200073904-2025-12,,urn:lsid:ipni.org:names:77232905-1,7677625,"{""gbif"": [""Ammannia tolypobotrys (Koehne) S.A.Graham & Gandhi"", ""species""], ""opentree"": ["""", """"], ""powo"": [""Ammannia tolypobotrys f. tolypobotrys"", ""form""], ""wfo"": [""Ammannia tolypobotrys f. tolypobotrys"", ""form""]}",crosswalk,wfo-1200073904-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000002924-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000002924-2025-12,,urn:lsid:ipni.org:names:77253220-1,7642162,"{""gbif"": [""Anaphalis javanica f. junghuhniana (Miq.) Boerl."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Anaphalis javanica f. junghuhniana"", ""form""], ""wfo"": [""Anaphalis javanica f. junghuhniana"", ""form""]}",crosswalk,wfo-0000002924-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000113258-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000113258-2025-12,,,6291604,"{""gbif"": [""Anaphalis viscida f. horsfieldii (Miq.) J.Kost., 1941"", ""form""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Anaphalis viscida f. horsfieldii"", ""form""]}",crosswalk,wfo-0000113258-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000051610-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000051610-2025-12,,,7223419,"{""gbif"": [""Andryala pinnatifida subsp. pinnatifida"", ""subspecies""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Andryala pinnatifida f. pinnatifida"", ""form""]}",crosswalk,wfo-0000051610-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001268501-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001268501-2025-12,,urn:lsid:ipni.org:names:13531-2,3033114,"{""gbif"": [""Anemonella thalictroides f. rosea (Millsp.) Moldenke"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Anemonella thalictroides f. rosea"", ""form""], ""wfo"": [""Anemonella thalictroides f. rosea"", ""form""]}",crosswalk,wfo-0001268501-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000030439-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000030439-2025-12,,urn:lsid:ipni.org:names:918801-1,4241961,"{""gbif"": [""Anthemis chia f. inornata Greuter, Matth\u00e4s & Risse"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Anthemis chia f. inornata"", ""form""], ""wfo"": [""Anthemis chia f. inornata"", ""form""]}",crosswalk,wfo-0000030439-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-1200065393-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-1200065393-2025-12,,urn:lsid:ipni.org:names:77163572-1,10839917,"{""gbif"": [""Aphyllorchis montana f. pingtungensis T.P.Lin"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Aphyllorchis montana f. pingtungensis"", ""form""], ""wfo"": [""Aphyllorchis montana f. pingtungensis"", ""form""]}",crosswalk,wfo-1200065393-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000540455-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000540455-2025-12,,urn:lsid:ipni.org:names:16362-2,6396868,"{""gbif"": [""Apinagia batrachiifolia var. longistyla (P.Royen) P.Royen"", ""variety""], ""opentree"": ["""", """"], ""powo"": [""Apinagia batrachiifolia f. longistyla"", ""form""], ""wfo"": [""Apinagia batrachiifolia f. longistyla"", ""form""]}",crosswalk,wfo-0000540455-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000542288-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000542288-2025-12,,urn:lsid:ipni.org:names:17034-2,7293040,"{""gbif"": [""Arabis hirsuta f. constrictoides Tuzson"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Arabis hirsuta f. constrictoides"", ""form""], ""wfo"": [""Arabis hirsuta f. constrictoides"", ""form""]}",crosswalk,wfo-0000542288-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-1200007812-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-1200007812-2025-12,,urn:lsid:ipni.org:names:77214694-1,12254902,"{""gbif"": [""Arachnis labrosa f. zhaoi (Z.J.Liu, S.C.Chen & S.P.Lei) O.Gruss & N.H.Tuan"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Arachnis labrosa f. zhaoi"", ""form""], ""wfo"": [""Arachnis labrosa f. zhaoi"", ""form""]}",crosswalk,wfo-1200007812-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000545012-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000545012-2025-12,,urn:lsid:ipni.org:names:2648597-4,5558312,"{""gbif"": [""Ardisia pusilla f. liukiuensis (Nakai) Makino & Nemoto"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Ardisia pusilla f. liukiuensis"", ""form""], ""wfo"": [""Ardisia pusilla f. liukiuensis"", ""form""]}",crosswalk,wfo-0000545012-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000264899-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000264899-2025-12,,urn:lsid:ipni.org:names:77188404-1,2917308,"{""gbif"": [""Argostemma borragineum f. ovatum (Ridl.) Bakh.f."", ""form""], ""opentree"": ["""", """"], ""powo"": [""Argostemma borragineum f. ovatum"", ""form""], ""wfo"": [""Argostemma borragineum f. ovatum"", ""form""]}",crosswalk,wfo-0000264899-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0000547934-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0000547934-2025-12,,urn:lsid:ipni.org:names:916065-1,3589461,"{""gbif"": [""Aristolochia kaempferi f. mirabilis S.M.Hwang"", ""form""], ""opentree"": ["""", """"], ""powo"": [""Aristolochia kaempferi f. mirabilis"", ""form""], ""wfo"": [""Aristolochia kaempferi f. mirabilis"", ""form""]}",crosswalk,wfo-0000547934-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
wfo:wfo-0001096446-2025-12,accepted_name_disagreement,accepted_name_disagreement,wfo-0001096446-2025-12,,,7716655,"{""gbif"": [""Arrhenatherum elatius f. flavescens (Nielsen ex Lange) Holmb."", ""form""], ""opentree"": ["""", """"], ""powo"": ["""", """"], ""wfo"": [""Arrhenatherum elatius f. flavescens"", ""form""]}",crosswalk,wfo-0001096446-2025-12,2026-05-17,"GBIF API terms/citation guidelines; Open Tree of Life license/citation guidance; Royal Botanic Gardens, Kew POWO website terms; API sampled conservatively; WFO Plant List 2025-12; Zenodo DOI 10.5281/zenodo.18007552; see metadata.json/license",fork-e34b5b2c1c6c-clone-0
