trait	accepted_taxon_key	family_key	family_label	source_id	source_edge_count_for_taxon_trait	total_track3_edge_count_for_taxon	trait_family_carrier_count	trait_family_share	family_total_track3_taxa	pending_crosswalk_excluded_count_for_trait	accepted_resolution_share_for_trait	row_class_from_wave4	CP_min	controlled_readiness_status
achene	wfo:wfo-0000567881-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	8	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000567894-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	11	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000567916-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	12	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000567958-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	5	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000567962-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	13	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000567978-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	5	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000568009-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	6	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000568020-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	7	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000568062-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	5	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000568075-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	9	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000568089-2025-12	wfo:wfo-7000000416-2025-12	Nyctaginaceae	austraits_6_0_0	1	7	13	0.06532663316582915	13	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0001424658-2025-12	wfo:wfo-7000000495-2025-12	Potamogetonaceae	austraits_6_0_0	1	16	1	0.005025125628140704	7	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519844-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519846-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519847-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519850-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519852-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	13	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519854-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	10	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519856-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519857-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519858-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519859-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	9	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519860-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519861-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519862-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519865-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519867-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	15	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519868-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519869-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519870-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519873-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519874-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519875-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	12	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519877-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519879-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	9	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519880-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519883-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519885-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	9	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519890-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	15	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519892-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000519893-2025-12	wfo:wfo-7000000499-2025-12	Proteaceae	austraits_6_0_0	1	8	29	0.1457286432160804	215	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000521243-2025-12	wfo:wfo-7000000514-2025-12	Ranunculaceae	austraits_6_0_0	1	3	2	0.010050251256281407	3	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000535362-2025-12	wfo:wfo-7000000514-2025-12	Ranunculaceae	austraits_6_0_0	1	5	2	0.010050251256281407	3	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000984983-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	13	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000985078-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	7	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000985090-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	5	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000985243-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	7	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000985323-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	5	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000985370-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	7	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000997475-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	11	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0001004320-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	16	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0001006654-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	3	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0001009478-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	5	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0001016026-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	6	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0001429268-2025-12	wfo:wfo-7000000532-2025-12	Rosaceae	austraits_6_0_0	1	5	12	0.06030150753768844	14	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000000226-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	3	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000002804-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000005292-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000005777-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	11	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000005958-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000007449-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000007528-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000010571-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	4	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000010729-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000011016-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	7	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000011478-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	7	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000012260-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000013320-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000014731-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000014938-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000014965-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000016016-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000017371-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	4	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000017628-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000018018-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000018520-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000018763-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	13	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000019217-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000019580-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000022245-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000022875-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	6	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000023376-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	3	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000024817-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000025356-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000027802-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000028561-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000028784-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	9	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000030277-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000031178-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000031326-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	10	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000032964-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	4	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000034422-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	7	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000035114-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000036657-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000037257-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000038084-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	3	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000038875-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	7	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000039263-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	6	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000039913-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	14	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000040856-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	7	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000041091-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	3	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000042097-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	4	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000042909-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000044592-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	6	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000045855-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	6	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000046201-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000051007-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	4	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000058853-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	12	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000059153-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000060532-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	8	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000061051-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000061931-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	5	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
achene	wfo:wfo-0000063493-2025-12	unresolved_family	Unresolved family	austraits_6_0_0	1	4	132	0.6633165829145728	1819	1758	0.10168625447112928	observed_trait_evidence_summary	-5.559571	data_limited_pending_prior
