rating	playlist_id	video_id	title	duration_s	url
6	PLoxlz_x73gZO1UKfmdIRRvnJBiJkQd53l	6EPwRdVg5Ug	Lake Street Dive Plays "I Want You Back" On a Boston Sidewalk	250	https://www.youtube.com/watch?v=6EPwRdVg5Ug
6	PLoxlz_x73gZO1UKfmdIRRvnJBiJkQd53l	69FoBPJ-IwI	Kanye West - Two Words feat. Mos Def (freestyle)	110	https://www.youtube.com/watch?v=69FoBPJ-IwI
6	PLoxlz_x73gZO1UKfmdIRRvnJBiJkQd53l	riDSMdAH5hk	Tom Misch - Red Moon (Official Lyric Video)	213	https://www.youtube.com/watch?v=riDSMdAH5hk
6	PLoxlz_x73gZO1UKfmdIRRvnJBiJkQd53l	gLcTMUNmgwk	Jess Best - Forgetfulness	176	https://www.youtube.com/watch?v=gLcTMUNmgwk
6	PLoxlz_x73gZO1UKfmdIRRvnJBiJkQd53l	Cq7kMbOAbE0	Wax Poetic feat. Norah Jones - Angels	239	https://www.youtube.com/watch?v=Cq7kMbOAbE0
6	PLoxlz_x73gZO1UKfmdIRRvnJBiJkQd53l	PpKZCokJS0M	Combo #5	214	https://www.youtube.com/watch?v=PpKZCokJS0M
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	ioA5SVVgGd4	FKJ & Pomo - Lucky Star (Live)	343	https://www.youtube.com/watch?v=ioA5SVVgGd4
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	EvyTWRB4l4w	La Rumba Me Llamo Yo - Daymé Arocena - Cubafonía (Official video)	292	https://www.youtube.com/watch?v=EvyTWRB4l4w
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	xA8MCbepGRE	Jungle - I've Been In Love feat. Channel Tres (Official Video)	202	https://www.youtube.com/watch?v=xA8MCbepGRE
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	1NCWAkzDwxw	Anderson .Paak: Vans Sidestripe Sessions | VANS	646	https://www.youtube.com/watch?v=1NCWAkzDwxw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	wx44WvDcyXs	Raveena - Stronger	246	https://www.youtube.com/watch?v=wx44WvDcyXs
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	CNq5jdNfD-c	berhana - Janet [Official Video]	243	https://www.youtube.com/watch?v=CNq5jdNfD-c
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	fPkM8F0sjSw	Marvin Gaye   What's Going On Live 1972	392	https://www.youtube.com/watch?v=fPkM8F0sjSw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	6nTcdw7bVdc	Kendrick Lamar - Count Me Out (Official Audio)	284	https://www.youtube.com/watch?v=6nTcdw7bVdc
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	B3NmMKfl3Ic	Hey Mama	306	https://www.youtube.com/watch?v=B3NmMKfl3Ic
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	olwAPZ9L1io	Yesterday	190	https://www.youtube.com/watch?v=olwAPZ9L1io
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	hcwKJOsUUIk	Disco A	123	https://www.youtube.com/watch?v=hcwKJOsUUIk
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	gPp2KBV9zXk	Dojo Cuts - Rome	219	https://www.youtube.com/watch?v=gPp2KBV9zXk
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	vYgTpLAIYgY	Aaron Frazer - My God Has A Telephone [OFFICIAL AUDIO]	176	https://www.youtube.com/watch?v=vYgTpLAIYgY
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	EO5dUydK2vU	Tom Misch & Yussef Dayes - Last 100 (Official Audio)	241	https://www.youtube.com/watch?v=EO5dUydK2vU
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	_Jl4H9CfrAo	Lotus 72 D	193	https://www.youtube.com/watch?v=_Jl4H9CfrAo
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	c7BxiPq_6Ok	Cerca De Ti	109	https://www.youtube.com/watch?v=c7BxiPq_6Ok
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	e_zD_w18ysw	Dinner Party - Freeze Tag (feat. Phoelix)	205	https://www.youtube.com/watch?v=e_zD_w18ysw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	WiUzmWbDIFw	Willow Weep For Me	464	https://www.youtube.com/watch?v=WiUzmWbDIFw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	kNwkXGeHE34	Gecko Turner - Toda Mojaíta (official music video)	249	https://www.youtube.com/watch?v=kNwkXGeHE34
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	N2h6M_74oHA	Breathing Underwater - (Nai Palm) Commentary	117	https://www.youtube.com/watch?v=N2h6M_74oHA
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	pLuQ0MGLBXU	Mura Masa - What If I Go? (Official Video)	187	https://www.youtube.com/watch?v=pLuQ0MGLBXU
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	8k3pQ4KJtyE	Diddy Bop	208	https://www.youtube.com/watch?v=8k3pQ4KJtyE
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	QnO6Dxi2qtQ	Tedeschi Trucks Band - Part of Me (acoustic)	242	https://www.youtube.com/watch?v=QnO6Dxi2qtQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	bBHPq3UQFsw	Gilsons - Várias Queixas (Clipe Oficial)	206	https://www.youtube.com/watch?v=bBHPq3UQFsw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	zTvjPfY2sUs	Lauryn Hill-Doo Wop (That Thing) (Explicit Lyrics)	238	https://www.youtube.com/watch?v=zTvjPfY2sUs
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	_wGc-SvQGDQ	Incompatibilidade de Genios	172	https://www.youtube.com/watch?v=_wGc-SvQGDQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	4gmGL5SqhaY	Fatoumata Diawara - Nterini (Official Video)	260	https://www.youtube.com/watch?v=4gmGL5SqhaY
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	Hk5wtLlypjg	Jack Johnson - No Other Way	199	https://www.youtube.com/watch?v=Hk5wtLlypjg
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	3d1T8-Ut-EQ	Ricardo Lemvo & La Makina Loca - Bilolo	240	https://www.youtube.com/watch?v=3d1T8-Ut-EQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	fcNKG_isFgg	Windows	237	https://www.youtube.com/watch?v=fcNKG_isFgg
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	ioA5SVVgGd4	FKJ & Pomo - Lucky Star (Live)	343	https://www.youtube.com/watch?v=ioA5SVVgGd4
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	EvyTWRB4l4w	La Rumba Me Llamo Yo - Daymé Arocena - Cubafonía (Official video)	292	https://www.youtube.com/watch?v=EvyTWRB4l4w
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	xA8MCbepGRE	Jungle - I've Been In Love feat. Channel Tres (Official Video)	202	https://www.youtube.com/watch?v=xA8MCbepGRE
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	1NCWAkzDwxw	Anderson .Paak: Vans Sidestripe Sessions | VANS	646	https://www.youtube.com/watch?v=1NCWAkzDwxw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	wx44WvDcyXs	Raveena - Stronger	246	https://www.youtube.com/watch?v=wx44WvDcyXs
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	CNq5jdNfD-c	berhana - Janet [Official Video]	243	https://www.youtube.com/watch?v=CNq5jdNfD-c
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	fPkM8F0sjSw	Marvin Gaye   What's Going On Live 1972	392	https://www.youtube.com/watch?v=fPkM8F0sjSw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	6nTcdw7bVdc	Kendrick Lamar - Count Me Out (Official Audio)	284	https://www.youtube.com/watch?v=6nTcdw7bVdc
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	B3NmMKfl3Ic	Hey Mama	306	https://www.youtube.com/watch?v=B3NmMKfl3Ic
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	olwAPZ9L1io	Yesterday	190	https://www.youtube.com/watch?v=olwAPZ9L1io
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	hcwKJOsUUIk	Disco A	123	https://www.youtube.com/watch?v=hcwKJOsUUIk
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	gPp2KBV9zXk	Dojo Cuts - Rome	219	https://www.youtube.com/watch?v=gPp2KBV9zXk
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	vYgTpLAIYgY	Aaron Frazer - My God Has A Telephone [OFFICIAL AUDIO]	176	https://www.youtube.com/watch?v=vYgTpLAIYgY
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	EO5dUydK2vU	Tom Misch & Yussef Dayes - Last 100 (Official Audio)	241	https://www.youtube.com/watch?v=EO5dUydK2vU
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	_Jl4H9CfrAo	Lotus 72 D	193	https://www.youtube.com/watch?v=_Jl4H9CfrAo
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	c7BxiPq_6Ok	Cerca De Ti	109	https://www.youtube.com/watch?v=c7BxiPq_6Ok
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	e_zD_w18ysw	Dinner Party - Freeze Tag (feat. Phoelix)	205	https://www.youtube.com/watch?v=e_zD_w18ysw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	WiUzmWbDIFw	Willow Weep For Me	464	https://www.youtube.com/watch?v=WiUzmWbDIFw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	kNwkXGeHE34	Gecko Turner - Toda Mojaíta (official music video)	249	https://www.youtube.com/watch?v=kNwkXGeHE34
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	N2h6M_74oHA	Breathing Underwater - (Nai Palm) Commentary	117	https://www.youtube.com/watch?v=N2h6M_74oHA
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	pLuQ0MGLBXU	Mura Masa - What If I Go? (Official Video)	187	https://www.youtube.com/watch?v=pLuQ0MGLBXU
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	8k3pQ4KJtyE	Diddy Bop	208	https://www.youtube.com/watch?v=8k3pQ4KJtyE
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	QnO6Dxi2qtQ	Tedeschi Trucks Band - Part of Me (acoustic)	242	https://www.youtube.com/watch?v=QnO6Dxi2qtQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	bBHPq3UQFsw	Gilsons - Várias Queixas (Clipe Oficial)	206	https://www.youtube.com/watch?v=bBHPq3UQFsw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	zTvjPfY2sUs	Lauryn Hill-Doo Wop (That Thing) (Explicit Lyrics)	238	https://www.youtube.com/watch?v=zTvjPfY2sUs
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	_wGc-SvQGDQ	Incompatibilidade de Genios	172	https://www.youtube.com/watch?v=_wGc-SvQGDQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	4gmGL5SqhaY	Fatoumata Diawara - Nterini (Official Video)	260	https://www.youtube.com/watch?v=4gmGL5SqhaY
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	Hk5wtLlypjg	Jack Johnson - No Other Way	199	https://www.youtube.com/watch?v=Hk5wtLlypjg
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	3d1T8-Ut-EQ	Ricardo Lemvo & La Makina Loca - Bilolo	240	https://www.youtube.com/watch?v=3d1T8-Ut-EQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	fcNKG_isFgg	Windows	237	https://www.youtube.com/watch?v=fcNKG_isFgg
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	ioA5SVVgGd4	FKJ & Pomo - Lucky Star (Live)	343	https://www.youtube.com/watch?v=ioA5SVVgGd4
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	EvyTWRB4l4w	La Rumba Me Llamo Yo - Daymé Arocena - Cubafonía (Official video)	292	https://www.youtube.com/watch?v=EvyTWRB4l4w
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	xA8MCbepGRE	Jungle - I've Been In Love feat. Channel Tres (Official Video)	202	https://www.youtube.com/watch?v=xA8MCbepGRE
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	1NCWAkzDwxw	Anderson .Paak: Vans Sidestripe Sessions | VANS	646	https://www.youtube.com/watch?v=1NCWAkzDwxw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	wx44WvDcyXs	Raveena - Stronger	246	https://www.youtube.com/watch?v=wx44WvDcyXs
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	CNq5jdNfD-c	berhana - Janet [Official Video]	243	https://www.youtube.com/watch?v=CNq5jdNfD-c
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	fPkM8F0sjSw	Marvin Gaye   What's Going On Live 1972	392	https://www.youtube.com/watch?v=fPkM8F0sjSw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	6nTcdw7bVdc	Kendrick Lamar - Count Me Out (Official Audio)	284	https://www.youtube.com/watch?v=6nTcdw7bVdc
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	B3NmMKfl3Ic	Hey Mama	306	https://www.youtube.com/watch?v=B3NmMKfl3Ic
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	olwAPZ9L1io	Yesterday	190	https://www.youtube.com/watch?v=olwAPZ9L1io
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	hcwKJOsUUIk	Disco A	123	https://www.youtube.com/watch?v=hcwKJOsUUIk
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	gPp2KBV9zXk	Dojo Cuts - Rome	219	https://www.youtube.com/watch?v=gPp2KBV9zXk
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	vYgTpLAIYgY	Aaron Frazer - My God Has A Telephone [OFFICIAL AUDIO]	176	https://www.youtube.com/watch?v=vYgTpLAIYgY
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	EO5dUydK2vU	Tom Misch & Yussef Dayes - Last 100 (Official Audio)	241	https://www.youtube.com/watch?v=EO5dUydK2vU
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	_Jl4H9CfrAo	Lotus 72 D	193	https://www.youtube.com/watch?v=_Jl4H9CfrAo
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	c7BxiPq_6Ok	Cerca De Ti	109	https://www.youtube.com/watch?v=c7BxiPq_6Ok
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	e_zD_w18ysw	Dinner Party - Freeze Tag (feat. Phoelix)	205	https://www.youtube.com/watch?v=e_zD_w18ysw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	WiUzmWbDIFw	Willow Weep For Me	464	https://www.youtube.com/watch?v=WiUzmWbDIFw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	kNwkXGeHE34	Gecko Turner - Toda Mojaíta (official music video)	249	https://www.youtube.com/watch?v=kNwkXGeHE34
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	N2h6M_74oHA	Breathing Underwater - (Nai Palm) Commentary	117	https://www.youtube.com/watch?v=N2h6M_74oHA
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	pLuQ0MGLBXU	Mura Masa - What If I Go? (Official Video)	187	https://www.youtube.com/watch?v=pLuQ0MGLBXU
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	8k3pQ4KJtyE	Diddy Bop	208	https://www.youtube.com/watch?v=8k3pQ4KJtyE
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	QnO6Dxi2qtQ	Tedeschi Trucks Band - Part of Me (acoustic)	242	https://www.youtube.com/watch?v=QnO6Dxi2qtQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	bBHPq3UQFsw	Gilsons - Várias Queixas (Clipe Oficial)	206	https://www.youtube.com/watch?v=bBHPq3UQFsw
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	zTvjPfY2sUs	Lauryn Hill-Doo Wop (That Thing) (Explicit Lyrics)	238	https://www.youtube.com/watch?v=zTvjPfY2sUs
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	_wGc-SvQGDQ	Incompatibilidade de Genios	172	https://www.youtube.com/watch?v=_wGc-SvQGDQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	4gmGL5SqhaY	Fatoumata Diawara - Nterini (Official Video)	260	https://www.youtube.com/watch?v=4gmGL5SqhaY
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	Hk5wtLlypjg	Jack Johnson - No Other Way	199	https://www.youtube.com/watch?v=Hk5wtLlypjg
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	3d1T8-Ut-EQ	Ricardo Lemvo & La Makina Loca - Bilolo	240	https://www.youtube.com/watch?v=3d1T8-Ut-EQ
5	PLoxlz_x73gZPwSJkctwHkzMT6RpFnZqXQ	fcNKG_isFgg	Windows	237	https://www.youtube.com/watch?v=fcNKG_isFgg
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	pz650EkJFKc	Hector Lavoe - Aguanile	374	https://www.youtube.com/watch?v=pz650EkJFKc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	Bc4AezWceUc	Stay (Live)	291	https://www.youtube.com/watch?v=Bc4AezWceUc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	LIgNOY1SB1g	Chain Smoker	211	https://www.youtube.com/watch?v=LIgNOY1SB1g
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	6oHdAA3AqnE	Ultralight Beam	321	https://www.youtube.com/watch?v=6oHdAA3AqnE
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	ZpIDrkIkqEE	Eternal Light	194	https://www.youtube.com/watch?v=ZpIDrkIkqEE
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	gFGqiwA5gTc	Whitney - FTA	148	https://www.youtube.com/watch?v=gFGqiwA5gTc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	1gX1EP6mG-E	Old Crow Medicine Show - Wagon Wheel [Official Music Video]	236	https://www.youtube.com/watch?v=1gX1EP6mG-E
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	5gJmpjRm1RA	Cordae - Summer Drop (feat. Anderson .Paak) [Official Audio]	169	https://www.youtube.com/watch?v=5gJmpjRm1RA
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	33xgszZJn_c	Wizkid - Ginger ft. Burna Boy	198	https://www.youtube.com/watch?v=33xgszZJn_c
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	eUAUJDjK3MI	05/23 (feat. Ric Wilson)	61	https://www.youtube.com/watch?v=eUAUJDjK3MI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	8Ee4QjCEHHc	Calvin Harris - Slide (Official Audio) ft. Frank Ocean, Migos	232	https://www.youtube.com/watch?v=8Ee4QjCEHHc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	XKQNJzquduI	Frank Ocean - Provider	244	https://www.youtube.com/watch?v=XKQNJzquduI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	jZVdDl_asYY	Mariah Carey - Shake It Off (Official Music Video)	234	https://www.youtube.com/watch?v=jZVdDl_asYY
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	QReOON-c6-4	Lucy Pearl - Dance Tonight (Official Video)	231	https://www.youtube.com/watch?v=QReOON-c6-4
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	XEcKhamKyW4	Mura Masa - ...Girl (Official Video)	171	https://www.youtube.com/watch?v=XEcKhamKyW4
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	5xwFCtDc0fI	Sunset Rollercoaster - My Jinji (Official Video), 2020	412	https://www.youtube.com/watch?v=5xwFCtDc0fI
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	J8UEi3xaWhM	Corn on my Dinner Plate - Swing Dreams (OFFICIAL MUSIC VIDEO)	324	https://www.youtube.com/watch?v=J8UEi3xaWhM
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	d11FF4fBJsQ	Free Nationals, Chronixx - Eternal Light (Audio)	194	https://www.youtube.com/watch?v=d11FF4fBJsQ
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	-dyPeGDeS3o	J. COLE- LIGHTS PLEASE	265	https://www.youtube.com/watch?v=-dyPeGDeS3o
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	eimgRedLkkU	Empire Of The Sun - Walking On A Dream (Official Music Video)	200	https://www.youtube.com/watch?v=eimgRedLkkU
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	pz650EkJFKc	Hector Lavoe - Aguanile	374	https://www.youtube.com/watch?v=pz650EkJFKc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	Bc4AezWceUc	Stay (Live)	291	https://www.youtube.com/watch?v=Bc4AezWceUc
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	LIgNOY1SB1g	Chain Smoker	211	https://www.youtube.com/watch?v=LIgNOY1SB1g
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	6oHdAA3AqnE	Ultralight Beam	321	https://www.youtube.com/watch?v=6oHdAA3AqnE
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	ZpIDrkIkqEE	Eternal Light	194	https://www.youtube.com/watch?v=ZpIDrkIkqEE
4	PLoxlz_x73gZNv_Ae3HP2b-uhjQNnb5YnN	gFGqiwA5gTc	Whitney - FTA	148	https://www.youtube.com/watch?v=gFGqiwA5gTc
